"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"1310",1430,71,1011,15,"english","solid things",0.75,"striped things",0.75,"polka-dotted things",0.2,"clouds",0.95,"circles",1,"squares",0.2,NA,NA,NA,NA,NA,NA,NA,123,NA,213,112,"green",212212,NA,"True","prior_inference",3,2,1,22,20,10,0.44186,0.46512,0.09302,0.44118,0.44118,0.11765,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0,0.66667,212212,0
"1321",1441,72,401,6,"English","clouds",0.95,"circles",0,"squares",0.05,"solid things",0,"striped things",1,"polka-dotted things",0.1,NA,NA,NA,NA,NA,NA,NA,123,NA,313,333,"green",321112,NA,"True","prior_inference",3,1,2,22,21,27,0.95,0,0.05,0,0.90909,0.09091,NA,NA,NA,0.61026,0.33333,0.05641,0.07801,0.84398,0.07801,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,1,0,0.33333,0.33333,0.33333,321211,0
"1322",1442,72,957,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,123,223,"red",121112,NA,"False","prior_inference",3,2,1,18,22,23,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0.33333,0,0.66667,0.33333,0.66667,0,121211,0
"1323",1443,72,1120,8,"English","blue things",0.9,"red things",0.5,"green things",0.25,"solid things",0.65,"striped things",0.25,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,223,223,"circle",321212,NA,"True","prior_inference",1,3,2,2,23,23,NA,NA,NA,0.46429,0.17857,0.35714,0.54545,0.30303,0.15152,0.33333,0.33333,0.33333,0.61026,0.05641,0.33333,0.61026,0.33333,0.05641,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,321212,0
"1324",1444,72,189,9,"English","solid things",0.5,"striped things",0.05,"polka-dotted things",0.95,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,121,121,"blue",323212,NA,"True","prior_inference",3,2,1,7,4,4,0.33333,0.33333,0.33333,0.33333,0.03333,0.63333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.05641,0.61026,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,323212,0
"1325",1445,72,303,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.05,"green things",0.9,NA,NA,NA,NA,NA,NA,NA,313,NA,312,211,"square",213211,NA,"True","prior_inference",1,2,3,21,12,2,NA,NA,NA,0.33333,0.33333,0.33333,0.34483,0.03448,0.62069,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05641,0.61026,0.33333,0,0.66667,0.33333,0.33333,0.33333,0,0,1,213211,0
"1326",1446,72,1595,11,"English","clouds",0.05,"circles",0.5,"squares",0.9,"blue things",0.05,"red things",0.9,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,312,NA,312,111,"solid",322121,NA,"True","prior_inference",2,1,3,12,12,1,0.03448,0.34483,0.62069,NA,NA,NA,0.03448,0.62069,0.34483,0.09649,0.33333,0.57018,0.33333,0.33333,0.33333,0.09649,0.57018,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0,0.66667,0.33333,322121,0
"1327",1447,72,1234,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,321,211,"polka-dotted",112112,NA,"False","prior_inference",2,3,1,18,6,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0,1,0,0.66667,0.33333,112112,0
"1328",1448,72,373,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,323,322,"circle",122132,NA,"False","prior_inference",1,3,2,23,24,15,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0,0.66667,123221,0
"1329",1449,72,528,14,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,122,312,"polka-dotted",112132,NA,"False","prior_inference",2,1,3,16,13,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0,1,0.33333,0.33333,0.33333,113221,0
"1330",1450,72,1626,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.05,"clouds",1,"circles",0.5,"squares",0.15,NA,NA,NA,NA,NA,NA,NA,113,NA,333,322,"green",211112,NA,"True","prior_inference",3,2,1,19,27,15,0.60606,0.30303,0.09091,0.47619,0.47619,0.04762,NA,NA,NA,0.57565,0.33333,0.09101,0.61026,0.33333,0.05641,0.33333,0.33333,0.33333,0.66667,0.33333,0,1,0,0,0.33333,0,0.66667,211211,0
"1341",1461,73,125,6,"english","clouds",0.95,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,132,NA,112,223,"red",212111,NA,"True","prior_inference",3,1,2,16,10,23,0.48718,0.25641,0.25641,0.25,0.25,0.5,NA,NA,NA,0.33333,0.33333,0.33333,0.05056,0.33333,0.6161,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0,1,0.33333,0.66667,0,212111,0
"1342",1462,73,1630,7,"english","clouds",0.5,"circles",1,"squares",0.5,"blue things",0.95,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,123,313,"striped",211112,NA,"True","prior_inference",2,1,3,5,22,21,0.25,0.5,0.25,NA,NA,NA,0.48718,0.25641,0.25641,0.05056,0.6161,0.33333,0.33333,0.33333,0.33333,0.5835,0.33333,0.08316,0,1,0,0,0.66667,0.33333,0.66667,0.33333,0,211211,0
"1343",1463,73,1438,8,"english","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.05,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,323,NA,313,332,"square",322111,NA,"True","prior_inference",1,2,3,24,21,18,NA,NA,NA,0,1,0,0,0.05,0.95,0.33333,0.33333,0.33333,0.0705,0.859,0.0705,0.33333,0.08781,0.57886,0.33333,0.33333,0.33333,0,1,0,0.33333,0,0.66667,322111,0
"1344",1464,73,446,9,"english","clouds",0,"circles",1,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0.05,NA,NA,NA,NA,NA,NA,NA,231,NA,132,332,"polka-dotted",321112,NA,"True","prior_inference",2,1,3,8,16,18,0,0.95238,0.04762,NA,NA,NA,0.90476,0.04762,0.04762,0.0705,0.859,0.0705,0.33333,0.33333,0.33333,0.6161,0.05056,0.33333,0,1,0,0.33333,0.33333,0.33333,0.66667,0,0.33333,321211,0
"1345",1465,73,2313,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0.95,"green things",0,NA,NA,NA,NA,NA,NA,NA,332,NA,232,232,"square",123232,NA,"False","prior_inference",1,2,3,18,17,17,NA,NA,NA,0.04762,0.04762,0.90476,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,0
"1346",1466,73,654,11,"english","solid things",0.95,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0.95,"green things",0,NA,NA,NA,NA,NA,NA,NA,212,NA,221,113,"circle",212211,NA,"True","prior_inference",1,2,3,11,5,19,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.61311,0.05356,0.33333,0.05056,0.6161,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0,1,0,212211,0
"1347",1467,73,1175,12,"english","blue things",0.95,"red things",0.05,"green things",0.05,"solid things",0.05,"striped things",1,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,221,NA,231,321,"circle",212232,NA,"True","prior_inference",1,3,2,5,8,6,NA,NA,NA,0.04762,0.95238,0,0.90476,0.04762,0.04762,0.33333,0.33333,0.33333,0.33333,0.61311,0.05356,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.33333,0.33333,213222,0
"1348",1468,73,801,13,"english","clouds",0.95,"circles",0.05,"squares",0.05,"blue things",0.05,"red things",0,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,113,NA,131,222,"solid",112111,NA,"False","prior_inference",2,1,3,19,7,14,0.90476,0.04762,0.04762,NA,NA,NA,0.05,0,0.95,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,1,0,0,0,0,1,112111,0
"1349",1469,73,43,14,"english","blue things",0,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.05,"squares",0.95,NA,NA,NA,NA,NA,NA,NA,333,NA,213,211,"polka-dotted",122112,NA,"False","prior_inference",2,3,1,27,20,2,0.04762,0.04762,0.90476,NA,NA,NA,0,0.05,0.95,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,0,0.33333,0.66667,122112,0
"1350",1470,73,40,15,"english","solid things",0,"striped things",0.05,"polka-dotted things",0.95,"clouds",0,"circles",0.05,"squares",0.95,NA,NA,NA,NA,NA,NA,NA,332,NA,131,111,"red",122112,NA,"False","prior_inference",3,2,1,18,7,1,0,0.05,0.95,0,0.05,0.95,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.33333,0.66667,0,0.66667,0.33333,122112,0
"1361",1481,74,319,6,"english","solid things",0.15,"striped things",0.15,"polka-dotted things",0.85,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,122,113,"red",213211,NA,"True","prior_inference",3,2,1,16,13,19,0.33333,0.33333,0.33333,0.13043,0.13043,0.73913,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.07426,0.59241,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,0.33333,0.66667,0,213211,0
"1362",1482,74,218,7,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,333,321,"polka-dotted",212132,NA,"False","prior_inference",2,3,1,27,27,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,213221,0
"1363",1483,74,279,8,"english","clouds",0.5,"circles",1,"squares",0,"blue things",0.9,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,312,231,"solid",212222,NA,"True","prior_inference",2,1,3,2,12,8,0.33333,0.66667,0,NA,NA,NA,0.47368,0.26316,0.26316,0.33333,0.58675,0.07992,0.33333,0.33333,0.33333,0.58675,0.07992,0.33333,0.33333,0.66667,0,0.66667,0.33333,0,0.66667,0,0.33333,212222,0
"1364",1484,74,630,9,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,311,123,"polka-dotted",112121,NA,"False","prior_inference",2,1,3,9,3,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0,1,0.66667,0.33333,0,112121,0
"1365",1485,74,1575,10,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,333,321,"square",322121,NA,"True","prior_inference",1,3,2,27,27,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.12146,0.54521,0.12146,0.33333,0.54521,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0.33333,0.66667,322121,0
"1366",1486,74,146,11,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",1,"red things",0.5,"green things",0,NA,NA,NA,NA,NA,NA,NA,131,NA,133,212,"polka-dotted",212111,NA,"True","prior_inference",2,1,3,7,25,11,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.59241,0.33333,0.07426,0.66667,0,0.33333,0,0.33333,0.66667,1,0,0,212111,0
"1367",1487,74,1436,12,"english","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,233,212,"circle",322111,NA,"True","prior_inference",1,3,2,8,26,11,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0.12146,0.33333,0.54521,0.79955,0.10022,0.10022,0.33333,0.33333,0.33333,0,0.33333,0.66667,1,0,0,322111,0
"1368",1488,74,1806,13,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,111,123,"circle",122121,NA,"False","prior_inference",1,2,3,2,1,22,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,122121,0
"1369",1489,74,796,14,"english","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0.5,"squares",1,NA,NA,NA,NA,NA,NA,NA,322,NA,132,133,"red",211212,NA,"True","prior_inference",3,2,1,15,16,25,0,0.33333,0.66667,0.33333,0.66667,0,NA,NA,NA,0.11343,0.33333,0.55324,0.33333,0.55324,0.11343,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0.33333,0.66667,0,211212,0
"1370",1490,74,1881,15,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,323,NA,133,133,"square",123212,NA,"False","prior_inference",1,2,3,24,25,25,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.66667,0,0.33333,0.33333,0.33333,123212,0
"1381",1501,75,769,6,"English","solid things",0.95,"striped things",0.5,"polka-dotted things",0.5,"clouds",1,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,111,NA,221,223,"blue",211212,NA,"True","prior_inference",3,2,1,1,5,23,0.5,0.25,0.25,0.48718,0.25641,0.25641,NA,NA,NA,0.45757,0.2091,0.33333,0.45757,0.2091,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,211212,0
"1382",1502,75,416,7,"English","clouds",0.9,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.9,NA,NA,NA,NA,NA,NA,NA,132,NA,212,222,"red",321112,NA,"True","prior_inference",3,1,2,16,11,14,0.47368,0.26316,0.26316,0.26316,0.26316,0.47368,NA,NA,NA,0.49531,0.17135,0.33333,0.20447,0.20447,0.59105,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0,1,0.33333,0.33333,0.33333,321211,0
"1383",1503,75,1617,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.9,"blue things",0.95,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,212,113,"circle",211112,NA,"True","prior_inference",1,2,3,8,11,19,NA,NA,NA,0.26316,0.26316,0.47368,0.48718,0.25641,0.25641,0.33333,0.33333,0.33333,0.2091,0.33333,0.45757,0.49531,0.17135,0.33333,0,0.66667,0.33333,0,0.33333,0.66667,1,0,0,211211,0
"1384",1504,75,1806,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,111,123,"circle",122121,NA,"False","prior_inference",1,3,2,2,1,22,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,122121,0
"1385",1505,75,937,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,321,NA,321,112,"blue",212121,NA,"False","prior_inference",3,2,1,6,6,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,0.66667,0.33333,0.66667,0,0.33333,212121,0
"1386",1506,75,428,11,"English","solid things",0.5,"striped things",0.9,"polka-dotted things",0.5,"clouds",0.9,"circles",0.5,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,122,NA,332,312,"red",321112,NA,"True","prior_inference",3,2,1,13,18,12,0.6,0.33333,0.06667,0.26316,0.47368,0.26316,NA,NA,NA,0.49531,0.33333,0.17135,0.20447,0.59105,0.20447,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,1,0,0.33333,0.33333,0.33333,321211,0
"1387",1507,75,1873,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,312,312,"polka-dotted",123212,NA,"False","prior_inference",2,3,1,9,12,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,123212,0
"1388",1508,75,1752,13,"English","clouds",0.95,"circles",0.05,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,132,232,"polka-dotted",322132,NA,"True","prior_inference",2,1,3,16,16,17,0.63333,0.03333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.44032,0.22635,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,0
"1389",1509,75,212,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,323,NA,323,221,"green",212132,NA,"False","prior_inference",3,2,1,24,24,5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0,0.33333,0.66667,213221,0
"1390",1510,75,564,15,"English","blue things",0.9,"red things",0.5,"green things",0.2,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,311,NA,313,213,"square",213212,NA,"True","prior_inference",1,3,2,3,21,20,NA,NA,NA,0.33333,0.33333,0.33333,0.5625,0.3125,0.125,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.45757,0.33333,0.2091,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.66667,0.33333,0,213212,0
"1401",1521,76,88,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,312,222,"green",122111,NA,"False","prior_inference",3,2,1,27,12,14,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0,0,1,0.33333,0,0.66667,122111,0
"1402",1522,76,2227,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,131,331,"blue",323211,NA,"True","prior_inference",3,2,1,8,7,9,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.22995,0.5401,0.22995,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,0
"1403",1523,76,2057,8,"English","solid things",0.75,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,311,NA,322,333,"square",321111,NA,"True","prior_inference",1,2,3,3,15,27,NA,NA,NA,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5401,0.22995,0.22995,0.5401,0.22995,0.22995,0.33333,0.33333,0.33333,1,0,0,1,0,0,321111,0
"1404",1524,76,612,9,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,312,NA,311,123,"red",112121,NA,"False","prior_inference",3,2,1,12,3,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.66667,0,0.33333,0,1,0,112121,0
"1405",1525,76,763,10,"English","solid things",0.2,"striped things",0.8,"polka-dotted things",0.5,"clouds",0.5,"circles",0.75,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,221,NA,311,313,"blue",211212,NA,"True","prior_inference",3,2,1,5,3,21,0.33333,0.5,0.16667,0.13333,0.53333,0.33333,NA,NA,NA,0.33333,0.43484,0.23182,0.23182,0.43484,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0,0.66667,0.33333,0.66667,0.33333,0,211212,0
"1406",1526,76,2065,11,"English","clouds",0.35,"circles",0.3,"squares",0.95,"blue things",0.35,"red things",0.8,"green things",0.4,NA,NA,NA,NA,NA,NA,NA,312,NA,213,111,"solid",321111,NA,"True","prior_inference",2,1,3,12,20,1,0.21875,0.1875,0.59375,NA,NA,NA,0.22581,0.51613,0.25806,0.22995,0.22995,0.5401,0.33333,0.33333,0.33333,0.22995,0.5401,0.22995,0,0,1,0.33333,0.33333,0.33333,0,1,0,321111,0
"1407",1527,76,560,12,"English","solid things",0.95,"striped things",0.5,"polka-dotted things",0,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,112,NA,132,232,"cloud",213212,NA,"True","prior_inference",1,2,3,10,16,17,NA,NA,NA,0.65517,0.34483,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.43484,0.33333,0.23182,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,213212,0
"1408",1528,76,1925,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,322,NA,131,111,"striped",111212,NA,"False","prior_inference",2,1,3,15,7,1,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0,1,0,0,0.66667,0.33333,111212,0
"1409",1529,76,498,14,"English","clouds",0.5,"circles",1,"squares",0.3,"blue things",0.75,"red things",0.5,"green things",0.3,NA,NA,NA,NA,NA,NA,NA,221,NA,323,132,"striped",211111,NA,"True","prior_inference",2,1,3,5,24,16,0.27778,0.55556,0.16667,NA,NA,NA,0.48387,0.32258,0.19355,0.33333,0.46759,0.19908,0.33333,0.33333,0.33333,0.46759,0.33333,0.19908,0,1,0,0.33333,0.66667,0,1,0,0,211111,0
"1410",1530,76,377,15,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,113,NA,123,323,"solid",122132,NA,"False","prior_inference",2,1,3,19,22,24,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,0.33333,0.33333,0.33333,123221,0
"1421",1541,77,2206,6,"english","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,122,NA,112,132,"red",323211,NA,"True","prior_inference",3,2,1,13,10,16,0.33333,0.33333,0.33333,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.20934,0.58132,0.20934,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,1,0,0.33333,0.33333,0.33333,323211,0
"1422",1542,77,788,7,"english","blue things",1,"red things",0.55,"green things",0.5,"clouds",0.5,"circles",1,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,332,312,"polka-dotted",211212,NA,"True","prior_inference",2,3,1,8,18,12,0.25,0.5,0.25,NA,NA,NA,0.4878,0.26829,0.2439,0.33333,0.45324,0.21342,0.33333,0.33333,0.33333,0.45324,0.21342,0.33333,0.33333,0.66667,0,0,0.33333,0.66667,0.66667,0,0.33333,211212,0
"1423",1543,77,1067,8,"english","solid things",1,"striped things",0.05,"polka-dotted things",0.05,"clouds",0.05,"circles",0,"squares",0.05,NA,NA,NA,NA,NA,NA,NA,313,NA,331,332,"green",113212,NA,"False","prior_inference",3,2,1,21,9,18,0.5,0,0.5,0.90909,0.04545,0.04545,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0,1,113212,0
