"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","numFeatures","target","obj1","obj2","obj3","utterance","itemCode","condition","ambiguous","trial_type","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"1287",1407,70,434,12,"english","solid things",0.05,"striped things",0,"polka-dotted things",0.1,"blue things",0.75,"red things",0.05,"green things",0,NA,NA,NA,NA,NA,NA,NA,131,NA,122,123,"cloud",321112,NA,"True","prior_inference",1,2,3,7,13,22,NA,NA,NA,0.33333,0,0.66667,0.9375,0.0625,0,0.33333,0.33333,0.33333,0.33333,0.09524,0.57143,0.75,0.125,0.125,0.33333,0.33333,0.33333,0.33333,0.09921,0.56745,0.74092,0.12954,0.12954,321211,0
"1288",1408,70,257,13,"english","blue things",0.5,"red things",0,"green things",0.05,"solid things",0,"striped things",0.25,"polka-dotted things",0.05,NA,NA,NA,NA,NA,NA,NA,121,NA,113,321,"cloud",212222,NA,"True","prior_inference",1,3,2,4,19,6,NA,NA,NA,0,0.83333,0.16667,0.90909,0,0.09091,0.5178,0.33333,0.14887,0.14779,0.51888,0.33333,0.51888,0.33333,0.14779,0.51373,0.33333,0.15294,0.1529,0.51376,0.33333,0.51376,0.33333,0.1529,212222,0
"1289",1409,70,2253,14,"english","blue things",0.05,"red things",0.05,"green things",1,"solid things",0,"striped things",0,"polka-dotted things",0.15,NA,NA,NA,NA,NA,NA,NA,233,NA,233,333,"circle",213232,NA,"False","prior_inference",1,3,2,26,26,27,NA,NA,NA,0,0,1,0.04545,0.04545,0.90909,0.33333,0.5178,0.14887,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51373,0.15294,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,0
"1290",1410,70,1522,15,"english","clouds",0,"circles",0,"squares",0,"solid things",0.05,"striped things",0.1,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,222,NA,212,112,"red",322112,NA,"True","prior_inference",3,1,2,14,11,10,0.33333,0.33333,0.33333,0.33333,0.66667,0,NA,NA,NA,0.14815,0.51852,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,0.15291,0.51375,0.33333,0.09921,0.56745,0.33333,0.33333,0.33333,0.33333,322112,0
"1301",1421,71,1006,6,"english","solid things",0.55,"striped things",0.55,"polka-dotted things",0.55,"blue things",0.55,"red things",0.55,"green things",0.55,NA,NA,NA,NA,NA,NA,NA,121,NA,112,222,"cloud",212212,NA,"True","prior_inference",1,2,3,4,10,14,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.40765,0.25902,0.33333,0.11438,0.55229,0.33333,0.54203,0.12463,0.33333,0.3444,0.32227,0.33333,0.32225,0.34442,0.33333,0.35477,0.3119,0.33333,212212,0
"1302",1422,71,259,7,"english","solid things",0.3,"striped things",0.7,"polka-dotted things",0.7,"clouds",0.85,"circles",0.85,"squares",0.55,NA,NA,NA,NA,NA,NA,NA,113,NA,233,112,"green",212222,NA,"True","prior_inference",3,2,1,19,26,10,0.37778,0.37778,0.24444,0.17647,0.41176,0.41176,NA,NA,NA,0.55229,0.11438,0.33333,0.55229,0.33333,0.11438,0.33333,0.25902,0.40765,0.34442,0.32225,0.33333,0.34442,0.33333,0.32225,0.33333,0.32227,0.3444,212222,0
"1303",1423,71,749,8,"english","clouds",0.2,"circles",0.25,"squares",0.5,"solid things",0.55,"striped things",0.6,"polka-dotted things",0.6,NA,NA,NA,NA,NA,NA,NA,222,NA,122,233,"red",212122,NA,"True","prior_inference",3,1,2,14,13,26,0.21053,0.26316,0.52632,0.31429,0.34286,0.34286,NA,NA,NA,0.11438,0.55229,0.33333,0.33333,0.40765,0.25902,0.33333,0.40765,0.25902,0.32225,0.34442,0.33333,0.33333,0.3444,0.32227,0.33333,0.3444,0.32227,212122,0
"1304",1424,71,267,9,"english","solid things",0.2,"striped things",0.2,"polka-dotted things",0.2,"clouds",0.2,"circles",0.2,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,233,NA,123,232,"green",212222,NA,"True","prior_inference",3,2,1,26,22,17,0.30769,0.30769,0.38462,0.33333,0.33333,0.33333,NA,NA,NA,0.11438,0.55229,0.33333,0.33333,0.11438,0.55229,0.33333,0.25902,0.40765,0.32225,0.34442,0.33333,0.33333,0.32225,0.34442,0.33333,0.32227,0.3444,212222,0
"1305",1425,71,574,10,"english","blue things",0.45,"red things",0.25,"green things",0.45,"clouds",0.3,"circles",0.3,"squares",0.3,NA,NA,NA,NA,NA,NA,NA,133,NA,233,223,"polka-dotted",213212,NA,"True","prior_inference",2,3,1,25,26,23,0.33333,0.33333,0.33333,NA,NA,NA,0.3913,0.21739,0.3913,0.54203,0.12463,0.33333,0.33333,0.25902,0.40765,0.33333,0.33333,0.33333,0.35477,0.3119,0.33333,0.33333,0.32227,0.3444,0.33333,0.33333,0.33333,213212,0
"1306",1426,71,857,11,"english","blue things",0.8,"red things",0.8,"green things",0.3,"clouds",0.2,"circles",0.75,"squares",0.25,NA,NA,NA,NA,NA,NA,NA,211,NA,222,331,"solid",112122,NA,"False","prior_inference",2,3,1,2,14,9,0.16667,0.625,0.20833,NA,NA,NA,0.42105,0.42105,0.15789,0.33333,0.4394,0.22727,0.53375,0.23313,0.23313,0.4394,0.22727,0.33333,0.33333,0.3444,0.32226,0.36253,0.31874,0.31874,0.3444,0.32226,0.33333,112122,0
"1307",1427,71,1926,12,"english","solid things",0.7,"striped things",0.3,"polka-dotted things",0.3,"clouds",0.8,"circles",0.8,"squares",0.2,NA,NA,NA,NA,NA,NA,NA,212,NA,133,131,"red",111212,NA,"False","prior_inference",3,2,1,11,25,7,0.44444,0.44444,0.11111,0.53846,0.23077,0.23077,NA,NA,NA,0.20266,0.464,0.33333,0.464,0.33333,0.20266,0.23313,0.53375,0.23313,0.31191,0.35476,0.33333,0.35476,0.33333,0.31191,0.31874,0.36253,0.31874,111212,0
"1308",1428,71,2338,13,"english","clouds",0.75,"circles",0.7,"squares",0.2,"blue things",0.25,"red things",0.25,"green things",0.85,NA,NA,NA,NA,NA,NA,NA,133,NA,113,113,"polka-dotted",123232,NA,"False","prior_inference",2,1,3,25,19,19,0.45455,0.42424,0.12121,NA,NA,NA,0.18519,0.18519,0.62963,0.33333,0.33333,0.33333,0.20266,0.33333,0.464,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31191,0.33333,0.35476,0.33333,0.33333,0.33333,123232,0
"1309",1429,71,2324,14,"english","solid things",0.2,"striped things",0.2,"polka-dotted things",0.75,"blue things",0.15,"red things",0.15,"green things",0.8,NA,NA,NA,NA,NA,NA,NA,333,NA,133,133,"square",123232,NA,"False","prior_inference",1,2,3,27,25,25,NA,NA,NA,0.17391,0.17391,0.65217,0.13636,0.13636,0.72727,0.20266,0.33333,0.464,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31191,0.33333,0.35476,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,0
"1310",1430,71,1011,15,"english","solid things",0.75,"striped things",0.75,"polka-dotted things",0.2,"clouds",0.95,"circles",1,"squares",0.2,NA,NA,NA,NA,NA,NA,NA,123,NA,213,112,"green",212212,NA,"True","prior_inference",3,2,1,22,20,10,0.44186,0.46512,0.09302,0.44118,0.44118,0.11765,NA,NA,NA,0.55229,0.11438,0.33333,0.12463,0.54203,0.33333,0.33333,0.25902,0.40765,0.34442,0.32225,0.33333,0.3119,0.35477,0.33333,0.33333,0.32227,0.3444,212212,0
"1321",1441,72,401,6,"English","clouds",0.95,"circles",0,"squares",0.05,"solid things",0,"striped things",1,"polka-dotted things",0.1,NA,NA,NA,NA,NA,NA,NA,123,NA,313,333,"green",321112,NA,"True","prior_inference",3,1,2,22,21,27,0.95,0,0.05,0,0.90909,0.09091,NA,NA,NA,0.57143,0.33333,0.09524,0.125,0.75,0.125,0.33333,0.33333,0.33333,0.61025,0.33333,0.05641,0.07802,0.84396,0.07802,0.33333,0.33333,0.33333,321211,0
"1322",1442,72,957,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,123,223,"red",121112,NA,"False","prior_inference",3,2,1,18,22,23,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.32615,0.32615,0.3477,0.33333,0.32267,0.344,0.33333,0.344,0.32267,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121211,0
"1323",1443,72,1120,8,"English","blue things",0.9,"red things",0.5,"green things",0.25,"solid things",0.65,"striped things",0.25,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,223,223,"circle",321212,NA,"True","prior_inference",1,3,2,2,23,23,NA,NA,NA,0.46429,0.17857,0.35714,0.54545,0.30303,0.15152,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.57143,0.33333,0.09524,0.33333,0.33333,0.33333,0.61025,0.05641,0.33333,0.61025,0.33333,0.05641,321212,0
"1324",1444,72,189,9,"English","solid things",0.5,"striped things",0.05,"polka-dotted things",0.95,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,131,NA,121,121,"blue",323212,NA,"True","prior_inference",3,2,1,7,4,4,0.33333,0.33333,0.33333,0.33333,0.03333,0.63333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.09524,0.57143,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05641,0.61025,0.33333,0.33333,0.33333,323212,0
"1325",1445,72,303,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.05,"green things",0.9,NA,NA,NA,NA,NA,NA,NA,313,NA,312,211,"square",213211,NA,"True","prior_inference",1,2,3,21,12,2,NA,NA,NA,0.33333,0.33333,0.33333,0.34483,0.03448,0.62069,0.33333,0.32867,0.338,0.33333,0.33333,0.33333,0.32714,0.09612,0.57673,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05641,0.61025,213211,0
"1326",1446,72,1595,11,"English","clouds",0.05,"circles",0.5,"squares",0.9,"blue things",0.05,"red things",0.9,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,312,NA,312,111,"solid",322121,NA,"True","prior_inference",2,1,3,12,12,1,0.03448,0.34483,0.62069,NA,NA,NA,0.03448,0.62069,0.34483,0.14815,0.33333,0.51852,0.33333,0.33333,0.33333,0.14815,0.51852,0.33333,0.0965,0.33333,0.57017,0.33333,0.33333,0.33333,0.0965,0.57017,0.33333,322121,0
"1327",1447,72,1234,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,332,NA,321,211,"polka-dotted",112112,NA,"False","prior_inference",2,3,1,18,6,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.32424,0.34243,0.32615,0.32615,0.3477,0.32267,0.344,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112112,0
"1328",1448,72,373,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,223,NA,323,322,"circle",122132,NA,"False","prior_inference",1,3,2,23,24,15,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.344,0.32267,0.33333,0.33333,0.33333,0.33333,0.32424,0.34243,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,0
"1329",1449,72,528,14,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,122,312,"polka-dotted",112132,NA,"False","prior_inference",2,1,3,16,13,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.34243,0.33333,0.32424,0.32615,0.32615,0.3477,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,0
"1330",1450,72,1626,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.05,"clouds",1,"circles",0.5,"squares",0.15,NA,NA,NA,NA,NA,NA,NA,113,NA,333,322,"green",211112,NA,"True","prior_inference",3,2,1,19,27,15,0.60606,0.30303,0.09091,0.47619,0.47619,0.04762,NA,NA,NA,0.5301,0.33333,0.13657,0.57673,0.32714,0.09612,0.33333,0.32867,0.338,0.57564,0.33333,0.09102,0.61025,0.33333,0.05641,0.33333,0.33333,0.33333,211211,0
"1341",1461,73,125,6,"english","clouds",0.95,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",1,NA,NA,NA,NA,NA,NA,NA,132,NA,112,223,"red",212111,NA,"True","prior_inference",3,1,2,16,10,23,0.48718,0.25641,0.25641,0.25,0.25,0.5,NA,NA,NA,0.5178,0.14887,0.33333,0.1249,0.12568,0.74942,0.33333,0.5178,0.14887,0.55439,0.11227,0.33333,0.05138,0.09195,0.85667,0.33333,0.55439,0.11227,212111,0
"1342",1462,73,1630,7,"english","clouds",0.5,"circles",1,"squares",0.5,"blue things",0.95,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,221,NA,123,313,"striped",211112,NA,"True","prior_inference",2,1,3,5,22,21,0.25,0.5,0.25,NA,NA,NA,0.48718,0.25641,0.25641,0.1249,0.74942,0.12568,0.14887,0.5178,0.33333,0.57118,0.33333,0.09549,0.05138,0.85667,0.09195,0.11227,0.55439,0.33333,0.61903,0.33333,0.04764,211211,0
"1343",1463,73,1438,8,"english","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",0.05,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,323,NA,313,332,"square",322111,NA,"True","prior_inference",1,2,3,24,21,18,NA,NA,NA,0,1,0,0,0.05,0.95,0.33333,0.33333,0.33333,0.125,0.75,0.125,0.33333,0.14815,0.51852,0.33333,0.33333,0.33333,0.05356,0.89289,0.05356,0.33333,0.06778,0.59889,322111,0
"1344",1464,73,446,9,"english","clouds",0,"circles",1,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0.05,NA,NA,NA,NA,NA,NA,NA,231,NA,132,332,"polka-dotted",321112,NA,"True","prior_inference",2,1,3,8,16,18,0,0.95238,0.04762,NA,NA,NA,0.90476,0.04762,0.04762,0.125,0.75,0.125,0.33333,0.33333,0.33333,0.57143,0.09524,0.33333,0.05356,0.89289,0.05356,0.33333,0.33333,0.33333,0.62894,0.03772,0.33333,321211,0
"1345",1465,73,2313,10,"english","solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"blue things",0,"red things",0.95,"green things",0,NA,NA,NA,NA,NA,NA,NA,332,NA,232,232,"square",123232,NA,"False","prior_inference",1,2,3,18,17,17,NA,NA,NA,0.04762,0.04762,0.90476,0,1,0,0.33333,0.09575,0.57092,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.06598,0.60068,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,0
"1346",1466,73,654,11,"english","solid things",0.95,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0.95,"green things",0,NA,NA,NA,NA,NA,NA,NA,212,NA,221,113,"circle",212211,NA,"True","prior_inference",1,2,3,11,5,19,NA,NA,NA,1,0,0,0,1,0,0.14887,0.5178,0.33333,0.51888,0.14779,0.33333,0.1249,0.74942,0.12568,0.11227,0.55439,0.33333,0.61263,0.05404,0.33333,0.05138,0.85667,0.09195,212211,0
"1347",1467,73,1175,12,"english","blue things",0.95,"red things",0.05,"green things",0.05,"solid things",0.05,"striped things",1,"polka-dotted things",0,NA,NA,NA,NA,NA,NA,NA,221,NA,231,321,"circle",212232,NA,"True","prior_inference",1,3,2,5,8,6,NA,NA,NA,0.04762,0.95238,0,0.90476,0.04762,0.04762,0.33333,0.5178,0.14887,0.33333,0.51888,0.14779,0.33333,0.33333,0.33333,0.33333,0.55439,0.11227,0.33333,0.61263,0.05404,0.33333,0.33333,0.33333,213222,0
"1348",1468,73,801,13,"english","clouds",0.95,"circles",0.05,"squares",0.05,"blue things",0.05,"red things",0,"green things",0.95,NA,NA,NA,NA,NA,NA,NA,113,NA,131,222,"solid",112111,NA,"False","prior_inference",2,1,3,19,7,14,0.90476,0.04762,0.04762,NA,NA,NA,0.05,0,0.95,0.51816,0.14851,0.33333,0.74883,0.12558,0.12558,0.12558,0.12558,0.74883,0.57461,0.09206,0.33333,0.81988,0.09006,0.09006,0.09006,0.09006,0.81988,112111,0
"1349",1469,73,43,14,"english","blue things",0,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.05,"squares",0.95,NA,NA,NA,NA,NA,NA,NA,333,NA,213,211,"polka-dotted",122112,NA,"False","prior_inference",2,3,1,27,20,2,0.04762,0.04762,0.90476,NA,NA,NA,0,0.05,0.95,0.33333,0.09575,0.57092,0.09575,0.33333,0.57092,0.14851,0.33333,0.51816,0.33333,0.06598,0.60068,0.06598,0.33333,0.60068,0.09206,0.33333,0.57461,122112,0
"1350",1470,73,40,15,"english","solid things",0,"striped things",0.05,"polka-dotted things",0.95,"clouds",0,"circles",0.05,"squares",0.95,NA,NA,NA,NA,NA,NA,NA,332,NA,131,111,"red",122112,NA,"False","prior_inference",3,2,1,18,7,1,0,0.05,0.95,0,0.05,0.95,NA,NA,NA,0.09575,0.33333,0.57092,0.14851,0.33333,0.51816,0.09575,0.57092,0.33333,0.06598,0.33333,0.60068,0.09206,0.33333,0.57461,0.06598,0.60068,0.33333,122112,0
"1361",1481,74,319,6,"english","solid things",0.15,"striped things",0.15,"polka-dotted things",0.85,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,122,113,"red",213211,NA,"True","prior_inference",3,2,1,16,13,19,0.33333,0.33333,0.33333,0.13043,0.13043,0.73913,NA,NA,NA,0.33333,0.33333,0.33333,0.3213,0.09696,0.58174,0.33333,0.34244,0.32423,0.33333,0.33333,0.33333,0.32205,0.0757,0.60225,0.33333,0.34187,0.3248,213211,0
"1362",1482,74,218,7,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,333,321,"polka-dotted",212132,NA,"False","prior_inference",2,3,1,27,27,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32423,0.34244,0.32423,0.33333,0.34244,0.33333,0.33333,0.33333,0.33333,0.3248,0.34187,0.3248,0.33333,0.34187,213221,0
"1363",1483,74,279,8,"english","clouds",0.5,"circles",1,"squares",0,"blue things",0.9,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,312,231,"solid",212222,NA,"True","prior_inference",2,1,3,2,12,8,0.33333,0.66667,0,NA,NA,NA,0.47368,0.26316,0.26316,0.33333,0.56213,0.10454,0.34244,0.33333,0.32423,0.56213,0.10454,0.33333,0.33333,0.58587,0.0808,0.34187,0.33333,0.3248,0.58587,0.0808,0.33333,212222,0
"1364",1484,74,630,9,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,311,123,"polka-dotted",112121,NA,"False","prior_inference",2,1,3,9,3,22,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.31597,0.33333,0.35069,0.31943,0.31943,0.36114,0.35069,0.33333,0.31597,0.31693,0.33333,0.34974,0.32071,0.32071,0.35858,0.34974,0.33333,0.31693,112121,0
"1365",1485,74,1575,10,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,333,NA,333,321,"square",322121,NA,"True","prior_inference",1,3,2,27,27,6,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14815,0.51852,0.14815,0.33333,0.51852,0.33333,0.33333,0.33333,0.33333,0.1217,0.54496,0.1217,0.33333,0.54496,322121,0
"1366",1486,74,146,11,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",1,"red things",0.5,"green things",0,NA,NA,NA,NA,NA,NA,NA,131,NA,133,212,"polka-dotted",212111,NA,"True","prior_inference",2,1,3,7,25,11,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0.34244,0.32423,0.33333,0.32423,0.33333,0.34244,0.58174,0.3213,0.09696,0.34187,0.3248,0.33333,0.3248,0.33333,0.34187,0.60225,0.32205,0.0757,212111,0
"1367",1487,74,1436,12,"english","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,233,212,"circle",322111,NA,"True","prior_inference",1,3,2,8,26,11,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0.14815,0.33333,0.51852,0.75,0.125,0.125,0.33333,0.33333,0.33333,0.1217,0.33333,0.54496,0.79911,0.10044,0.10044,322111,0
"1368",1488,74,1806,13,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,111,123,"circle",122121,NA,"False","prior_inference",1,2,3,2,1,22,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3129,0.35376,0.33333,0.35069,0.31597,0.33333,0.35069,0.33333,0.31597,0.31475,0.35191,0.33333,0.34974,0.31693,0.33333,0.34974,0.33333,0.31693,122121,0
"1369",1489,74,796,14,"english","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0.5,"squares",1,NA,NA,NA,NA,NA,NA,NA,322,NA,132,133,"red",211212,NA,"True","prior_inference",3,2,1,15,16,25,0,0.33333,0.66667,0.33333,0.66667,0,NA,NA,NA,0.13591,0.33333,0.53076,0.33333,0.53076,0.13591,0.33333,0.34244,0.32423,0.11275,0.33333,0.55392,0.33333,0.55392,0.11275,0.33333,0.34187,0.3248,211212,0
"1370",1490,74,1881,15,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,323,NA,133,133,"square",123212,NA,"False","prior_inference",1,2,3,24,25,25,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3129,0.33333,0.35376,0.33333,0.35376,0.3129,0.33333,0.33333,0.33333,0.31475,0.33333,0.35191,0.33333,0.35191,0.31475,0.33333,0.33333,0.33333,123212,0
"1381",1501,75,769,6,"English","solid things",0.95,"striped things",0.5,"polka-dotted things",0.5,"clouds",1,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,111,NA,221,223,"blue",211212,NA,"True","prior_inference",3,2,1,1,5,23,0.5,0.25,0.25,0.48718,0.25641,0.25641,NA,NA,NA,0.5301,0.13657,0.33333,0.5301,0.13657,0.33333,0.338,0.33333,0.32867,0.45824,0.20843,0.33333,0.45824,0.20843,0.33333,0.33662,0.33333,0.33005,211212,0
"1382",1502,75,416,7,"English","clouds",0.9,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.9,NA,NA,NA,NA,NA,NA,NA,132,NA,212,222,"red",321112,NA,"True","prior_inference",3,1,2,16,11,14,0.47368,0.26316,0.26316,0.26316,0.26316,0.47368,NA,NA,NA,0.57143,0.09524,0.33333,0.125,0.125,0.75,0.33333,0.33333,0.33333,0.49496,0.1717,0.33333,0.20481,0.20481,0.59039,0.33333,0.33333,0.33333,321211,0
"1383",1503,75,1617,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.9,"blue things",0.95,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,231,NA,212,113,"circle",211112,NA,"True","prior_inference",1,2,3,8,11,19,NA,NA,NA,0.26316,0.26316,0.47368,0.48718,0.25641,0.25641,0.32867,0.338,0.33333,0.13657,0.33333,0.5301,0.57673,0.09612,0.32714,0.33005,0.33662,0.33333,0.20843,0.33333,0.45824,0.4982,0.17283,0.32897,211211,0
"1384",1504,75,1806,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,NA,NA,NA,NA,NA,NA,NA,211,NA,111,123,"circle",122121,NA,"False","prior_inference",1,3,2,2,1,22,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32267,0.344,0.33333,0.34243,0.32424,0.33333,0.34243,0.33333,0.32424,0.32469,0.34197,0.33333,0.33971,0.32696,0.33333,0.33971,0.33333,0.32696,122121,0
"1385",1505,75,937,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,321,NA,321,112,"blue",212121,NA,"False","prior_inference",3,2,1,6,6,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.32867,0.33333,0.338,0.32867,0.338,0.33333,0.338,0.32867,0.33333,0.33005,0.33333,0.33662,0.33005,0.33662,0.33333,0.33662,0.33005,0.33333,212121,0
"1386",1506,75,428,11,"English","solid things",0.5,"striped things",0.9,"polka-dotted things",0.5,"clouds",0.9,"circles",0.5,"squares",0.1,NA,NA,NA,NA,NA,NA,NA,122,NA,332,312,"red",321112,NA,"True","prior_inference",3,2,1,13,18,12,0.6,0.33333,0.06667,0.26316,0.47368,0.26316,NA,NA,NA,0.57143,0.33333,0.09524,0.125,0.75,0.125,0.33333,0.33333,0.33333,0.49496,0.33333,0.1717,0.20481,0.59039,0.20481,0.33333,0.33333,0.33333,321211,0
"1387",1507,75,1873,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,NA,NA,NA,NA,NA,NA,NA,331,NA,312,312,"polka-dotted",123212,NA,"False","prior_inference",2,3,1,9,12,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32267,0.33333,0.344,0.344,0.32267,0.33333,0.33333,0.33333,0.33333,0.32469,0.33333,0.34197,0.34197,0.32469,0.33333,123212,0
"1388",1508,75,1752,13,"English","clouds",0.95,"circles",0.05,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,NA,NA,NA,NA,NA,NA,NA,132,NA,132,232,"polka-dotted",322132,NA,"True","prior_inference",2,1,3,16,16,17,0.63333,0.03333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.51852,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44001,0.22666,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,0
