"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","property1","property2","target","obj2","obj3","utterance","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"621",636,42,145,8,"2/2","English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.05,"circles",0,"squares",0,"shape","texture",122,132,322,"striped",2,2,1,13,16,15,1,0,0,0,1,0,NA,NA,NA,0.57284,0.33333,0.09383,0.33333,0.37906,0.28761,0.33333,0.33333,0.33333,0.5375,0.33333,0.12917,0.33333,0.44357,0.2231,0.33333,0.33333,0.33333,213222,1.52721767013562
"622",637,42,94,9,"1/2","English","clouds",0,"circles",0,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.05,"shape","texture",222,322,312,"striped",2,1,2,14,15,12,0.33333,0.33333,0.33333,0,0.95238,0.04762,NA,NA,NA,0.33333,0.57182,0.09484,0.28761,0.37906,0.33333,0.33333,0.33333,0.33333,0.33333,0.55024,0.11643,0.2231,0.44357,0.33333,0.33333,0.33333,0.33333,213212,2.31388504249276
"623",638,42,111,10,"2/2","English","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0,"green things",0,"shape","color",332,332,231,"red",3,1,3,18,18,8,0.33333,0.33333,0.33333,NA,NA,NA,1,0,0,0.33333,0.29723,0.36944,0.33333,0.33333,0.33333,0.29723,0.36944,0.33333,0.33333,0.22838,0.43828,0.33333,0.33333,0.33333,0.22838,0.43828,0.33333,213221,2.31580699300748
"624",639,42,295,11,"3/3","English","blue things",0.05,"red things",0.05,"green things",0.05,"clouds",0.05,"circles",0,"squares",0,"shape","color",111,111,111,"cloud",1,3,1,1,1,1,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"625",640,42,290,12,"3/3","English","solid things",0,"striped things",0,"polka-dotted things",0.05,"blue things",0.05,"red things",0.05,"green things",0,"texture","color",311,311,311,"solid",2,2,3,3,3,3,NA,NA,NA,0,0,1,0.5,0.5,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"626",641,42,185,13,"1/3","English","blue things",0.05,"red things",0,"green things",0.05,"clouds",0.05,"circles",0,"squares",0.05,"color","shape",333,331,331,"green",3,3,1,27,9,9,0.5,0,0.5,NA,NA,NA,0.5,0,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22252,0.33333,0.44415,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15342,0.33333,0.51325,123232,2.25578446312154
"627",642,42,121,14,"2/2","English","solid things",0,"striped things",0.95,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0.05,"texture","color",121,131,122,"cloud",1,2,3,4,7,13,NA,NA,NA,0,1,0,0.95238,0,0.04762,0.33333,0.33333,0.33333,0.33333,0.53876,0.1279,0.53876,0.1279,0.33333,0.33333,0.33333,0.33333,0.33333,0.51306,0.1536,0.51306,0.1536,0.33333,322122,1.25982525337743
"628",643,42,230,15,"1/1","English","blue things",0.95,"red things",0,"green things",0,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"texture","color",131,122,123,"cloud",1,3,2,7,13,22,NA,NA,NA,0.04762,0.04762,0.90476,1,0,0,0.33333,0.33333,0.33333,0.33333,0.06621,0.60045,0.8193,0.09035,0.09035,0.33333,0.33333,0.33333,0.33333,0.09596,0.57071,0.74835,0.12582,0.12582,321211,0.842388827923605
"629",644,42,294,16,"3/3","English","blue things",0.05,"red things",0,"green things",0.05,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"texture","color",123,123,123,"striped",2,3,2,22,22,22,NA,NA,NA,0.33333,0.33333,0.33333,0.5,0,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"630",645,42,252,17,"3/3","English","blue things",0,"red things",0.05,"green things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","color",131,131,131,"polka-dotted",2,3,1,7,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0,0.5,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"631",646,43,18,3,"2/3","English","clouds",0.75,"circles",0.4,"squares",0.25,"solid things",0.3,"striped things",0.25,"polka-dotted things",0.75,"shape","texture",133,133,233,"green",3,1,2,25,25,26,0.53571,0.28571,0.17857,0.23077,0.19231,0.57692,NA,NA,NA,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.20255915707598
"632",647,43,110,4,"2/2","English","clouds",0.4,"circles",0.4,"squares",0.7,"blue things",0.5,"red things",0.15,"green things",0.8,"shape","color",313,112,313,"square",1,1,3,21,10,21,0.26667,0.26667,0.46667,NA,NA,NA,0.34483,0.10345,0.55172,0.29723,0.33333,0.36944,0.33333,0.33333,0.33333,0.33333,0.29723,0.36944,0.22838,0.33333,0.43828,0.33333,0.33333,0.33333,0.33333,0.22838,0.43828,213221,2.13492062466164
"633",648,43,264,5,"3/3","English","solid things",0.5,"striped things",0.3,"polka-dotted things",0.3,"blue things",0.75,"red things",0.5,"green things",0.5,"texture","color",311,311,311,"square",1,2,3,3,3,3,NA,NA,NA,0.45455,0.27273,0.27273,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"634",649,43,194,6,"1/3","English","clouds",0.3,"circles",0.75,"squares",0.25,"blue things",0.5,"red things",0.5,"green things",0.65,"shape","color",213,113,113,"green",3,1,3,20,19,19,0.23077,0.57692,0.19231,NA,NA,NA,0.30303,0.30303,0.39394,0.06306,0.60361,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09488,0.57178,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.23890477461253
"635",650,43,292,7,"3/3","English","solid things",0.65,"striped things",0.65,"polka-dotted things",0.35,"blue things",0.4,"red things",0.65,"green things",0.4,"texture","color",122,122,122,"red",3,2,3,13,13,13,NA,NA,NA,0.39394,0.39394,0.21212,0.27586,0.44828,0.27586,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"636",651,43,148,8,"2/2","English","clouds",0.5,"circles",0.65,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",212,122,212,"circle",1,1,2,11,13,11,0.30303,0.39394,0.30303,0.33333,0.33333,0.33333,NA,NA,NA,0.29723,0.36944,0.33333,0.36944,0.29723,0.33333,0.33333,0.33333,0.33333,0.22838,0.43828,0.33333,0.43828,0.22838,0.33333,0.33333,0.33333,0.33333,213221,2.1953857574897
"637",652,43,30,9,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.6,"blue things",0.65,"red things",0.5,"green things",0.35,"color","texture",331,333,331,"square",1,2,3,9,27,9,NA,NA,NA,0.3125,0.3125,0.375,0.43333,0.33333,0.23333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52909,0.33333,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.33333,0.15637,323221,2.20350619141297
"638",653,43,172,10,"1/3","English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"texture","shape",113,123,123,"solid",2,2,1,19,22,22,0.33333,0.33333,0.33333,0.41176,0.29412,0.29412,NA,NA,NA,0.33333,0.33333,0.33333,0.44415,0.22252,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51325,0.15342,0.33333,0.33333,0.33333,0.33333,123232,2.1979048060568
"639",654,43,212,11,"1/1","English","blue things",0.7,"red things",0.35,"green things",0.25,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.65,"texture","color",231,212,223,"polka-dotted",2,3,2,8,11,23,NA,NA,NA,0.30303,0.30303,0.39394,0.53846,0.26923,0.19231,0.33333,0.33333,0.33333,0.26408,0.26408,0.47183,0.47183,0.26408,0.26408,0.33333,0.33333,0.33333,0.19174,0.19174,0.61652,0.61652,0.19174,0.19174,113211,2.1218518601191
"640",655,43,50,12,"2/3","English","blue things",0.5,"red things",0.5,"green things",0.65,"clouds",0.3,"circles",0.4,"squares",0.65,"shape","color",333,333,133,"square",1,3,1,27,27,25,0.22222,0.2963,0.48148,NA,NA,NA,0.30303,0.30303,0.39394,0.29255,0.33333,0.37412,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22575,0.33333,0.44092,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.17064944372935
"641",656,43,45,13,"2/3","English","blue things",0.5,"red things",0.7,"green things",0.3,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"color","texture",112,112,113,"cloud",1,3,2,10,10,19,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.46667,0.2,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,323221,2.15860788945646
"642",657,43,76,14,"1/2","English","blue things",0.5,"red things",0.65,"green things",0.35,"clouds",0.35,"circles",0.5,"squares",0.75,"shape","color",332,132,133,"polka-dotted",2,3,1,18,16,25,0.21875,0.3125,0.46875,NA,NA,NA,0.33333,0.43333,0.23333,0.06845,0.33333,0.59821,0.33333,0.33333,0.33333,0.33333,0.53876,0.1279,0.09679,0.33333,0.56987,0.33333,0.33333,0.33333,0.33333,0.51306,0.1536,322112,2.28482184588741
"643",658,43,243,15,"1/1","English","clouds",0.45,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",321,122,122,"blue",3,1,3,6,13,13,0.31034,0.34483,0.34483,NA,NA,NA,0.33333,0.33333,0.33333,0.21234,0.33333,0.45432,0.33333,0.33333,0.33333,0.45432,0.21234,0.33333,0.15066,0.33333,0.51601,0.33333,0.33333,0.33333,0.51601,0.15066,0.33333,123212,2.27747959100094
"644",659,43,291,16,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",131,131,131,"polka-dotted",2,3,1,7,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"645",660,43,185,17,"1/3","English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.3,"red things",0.5,"green things",0.7,"color","shape",333,331,331,"polka-dotted",2,1,3,27,9,9,0.33333,0.33333,0.33333,NA,NA,NA,0.2,0.33333,0.46667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.06306,0.33333,0.60361,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09488,0.33333,0.57178,323212,2.25314010878786
"646",676,45,226,3,"1/1","English","blue things",0.05,"red things",0.05,"green things",0.95,"solid things",0.2,"striped things",0.95,"polka-dotted things",0,"texture","color",323,332,312,"green",3,3,2,24,18,12,NA,NA,NA,0.17391,0.82609,0,0.04762,0.04762,0.90476,0.33333,0.33333,0.33333,0.25495,0.49011,0.25495,0.33333,0.22812,0.43854,0.33333,0.33333,0.33333,0.18862,0.62276,0.18862,0.33333,0.15498,0.51169,123211,1.69527385424261
"647",677,45,223,4,"1/1","English","solid things",1,"striped things",0,"polka-dotted things",0.05,"clouds",0.05,"circles",0,"squares",0.95,"shape","texture",311,121,131,"solid",2,2,1,3,4,7,0.05,0,0.95,0.95238,0,0.04762,NA,NA,NA,0.22812,0.33333,0.43854,0.49011,0.25495,0.25495,0.33333,0.33333,0.33333,0.15498,0.33333,0.51169,0.62276,0.18862,0.18862,0.33333,0.33333,0.33333,113212,1.60122437796342
"648",678,45,177,5,"1/3","English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0.9,"green things",0,"texture","color",212,232,232,"solid",2,2,3,11,17,17,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.44415,0.33333,0.22252,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51325,0.33333,0.15342,0.33333,0.33333,0.33333,123232,1.91020709253456
"649",679,45,208,6,"1/1","English","clouds",0.95,"circles",0,"squares",0.05,"solid things",0.05,"striped things",0,"polka-dotted things",0.95,"shape","texture",131,311,221,"blue",3,1,2,7,3,5,0.95,0,0.05,0.05,0,0.95,NA,NA,NA,0.80188,0.09906,0.09906,0.09906,0.09906,0.80188,0.33333,0.33333,0.33333,0.74331,0.12835,0.12835,0.12835,0.12835,0.74331,0.33333,0.33333,0.33333,321111,0.650716395605931
"650",680,45,236,7,"1/1","English","blue things",0.05,"red things",0,"green things",0.95,"solid things",0.25,"striped things",0,"polka-dotted things",0.05,"texture","color",113,131,131,"cloud",1,3,2,19,7,7,NA,NA,NA,0.83333,0,0.16667,0.05,0,0.95,0.33333,0.33333,0.33333,0.60874,0.33333,0.05792,0.05792,0.33333,0.60874,0.33333,0.33333,0.33333,0.57366,0.33333,0.093,0.093,0.33333,0.57366,321212,1.5023759273024
"651",681,45,69,8,"1/2","English","clouds",0.95,"circles",0,"squares",0,"solid things",0.95,"striped things",0,"polka-dotted things",0,"shape","texture",111,211,331,"cloud",1,1,2,1,2,9,1,0,0,1,0,0,NA,NA,NA,0.46343,0.26091,0.27566,0.40512,0.33333,0.26154,0.33333,0.33333,0.33333,0.61341,0.19116,0.19543,0.46875,0.33333,0.19792,0.33333,0.33333,0.33333,113221,1.67265960158887
"652",682,45,184,9,"1/3","English","blue things",0.9,"red things",0.05,"green things",0,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"texture","color",121,111,131,"striped",2,3,2,4,1,7,NA,NA,NA,0.04762,0.04762,0.90476,0.94737,0.05263,0,0.33333,0.33333,0.33333,0.26408,0.47183,0.26408,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19174,0.61652,0.19174,0.33333,0.33333,0.33333,113232,2.40246504449926
"653",683,45,10,10,"2/3","English","solid things",0,"striped things",0,"polka-dotted things",0.95,"clouds",0,"circles",0.1,"squares",0.9,"shape","texture",331,331,231,"square",1,2,1,9,9,8,0,0.1,0.9,0,0,1,NA,NA,NA,0.33333,0.29255,0.37412,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22575,0.44092,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213232,2.10638556659145
"654",684,45,296,11,"3/3","English","blue things",0.05,"red things",0.05,"green things",0.95,"solid things",0.1,"striped things",0.05,"polka-dotted things",0.8,"texture","color",333,333,333,"square",1,3,2,27,27,27,NA,NA,NA,0.10526,0.05263,0.84211,0.04762,0.04762,0.90476,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"655",685,45,234,12,"1/1","English","clouds",0.9,"circles",0.05,"squares",0.05,"blue things",0.05,"red things",0.9,"green things",0.05,"shape","color",112,211,213,"red",3,1,3,10,2,20,0.9,0.05,0.05,NA,NA,NA,0.05,0.9,0.05,0.43854,0.22812,0.33333,0.33333,0.33333,0.33333,0.25495,0.49011,0.25495,0.51169,0.15498,0.33333,0.33333,0.33333,0.33333,0.18862,0.62276,0.18862,113212,1.64917524418194
"656",686,45,247,13,"1/1","English","blue things",0.05,"red things",1,"green things",0.05,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.05,"texture","color",112,123,123,"red",3,3,2,10,22,22,NA,NA,NA,0.90476,0.04762,0.04762,0.04545,0.90909,0.04545,0.33333,0.33333,0.33333,0.45432,0.21234,0.33333,0.33333,0.45432,0.21234,0.33333,0.33333,0.33333,0.51601,0.15066,0.33333,0.33333,0.51601,0.15066,123212,1.6775080759377
"657",687,45,173,14,"1/3","English","clouds",0.95,"circles",0.05,"squares",0,"blue things",0.9,"red things",0,"green things",0.05,"shape","color",111,211,211,"solid",2,1,3,1,2,2,0.95,0.05,0,NA,NA,NA,0.94737,0,0.05263,0.60361,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.09488,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.71638611489476
"658",688,45,3,15,"2/3","English","clouds",0.05,"circles",0.95,"squares",0.05,"blue things",0.95,"red things",0.05,"green things",0.05,"color","shape",211,211,212,"circle",1,1,3,2,2,11,0.04762,0.90476,0.04762,NA,NA,NA,0.90476,0.04762,0.04762,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,0.33333,323221,1.82135572353293
"659",689,45,140,16,"2/2","English","clouds",0.95,"circles",0.05,"squares",0,"blue things",0.05,"red things",0.9,"green things",0.05,"shape","color",132,331,132,"polka-dotted",2,1,3,16,9,16,0.95,0.05,0,NA,NA,NA,0.05,0.9,0.05,0.51861,0.33333,0.14806,0.33333,0.33333,0.33333,0.14806,0.51861,0.33333,0.50749,0.33333,0.15918,0.33333,0.33333,0.33333,0.15918,0.50749,0.33333,322121,1.4200895888469
"660",690,45,20,17,"2/3","English","blue things",0.05,"red things",0.1,"green things",0.95,"solid things",0,"striped things",0.05,"polka-dotted things",0.9,"color","texture",333,333,332,"square",1,3,2,27,27,18,NA,NA,NA,0,0.05263,0.94737,0.04545,0.09091,0.86364,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13758,0.52909,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15637,0.5103,323221,1.87866518549067
"661",691,46,232,3,"1/1","English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0,"texture","color",323,312,311,"striped",2,2,3,24,12,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.22812,0.43854,0.33333,0.25495,0.25495,0.49011,0.33333,0.33333,0.33333,0.15498,0.51169,0.33333,0.18862,0.18862,0.62276,123211,2.28243914948797
"662",692,46,63,4,"1/2","English","solid things",0.2,"striped things",0.9,"polka-dotted things",0.2,"blue things",0.25,"red things",0.85,"green things",0.25,"color","texture",222,221,233,"circle",1,2,3,14,5,26,NA,NA,NA,0.15385,0.69231,0.15385,0.18519,0.62963,0.18519,0.33333,0.33333,0.33333,0.33333,0.5349,0.13177,0.09789,0.79244,0.10967,0.33333,0.33333,0.33333,0.33333,0.51186,0.15481,0.1279,0.74074,0.13136,322111,1.90012164515933
"663",693,46,180,5,"1/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.75,"striped things",0.2,"polka-dotted things",0.2,"texture","color",111,131,121,"cloud",1,3,2,1,7,4,NA,NA,NA,0.65217,0.17391,0.17391,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.80188,0.09906,0.09906,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.74331,0.12835,0.12835,0.33333,0.33333,0.33333,323211,2.04679384312776
"664",694,46,157,6,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",132,232,332,"cloud",1,2,1,16,17,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.47183,0.26408,0.26408,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61652,0.19174,0.19174,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.23664864313726
"665",695,46,192,7,"1/3","English","blue things",0.85,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"color","shape",131,133,133,"cloud",1,3,1,7,25,25,0.33333,0.33333,0.33333,NA,NA,NA,0.45946,0.27027,0.27027,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60361,0.33333,0.06306,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57178,0.33333,0.09488,323212,2.3744242637388
"666",696,46,16,8,"2/3","English","clouds",0.65,"circles",0.3,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"shape","texture",113,213,113,"solid",2,1,2,19,20,19,0.44828,0.2069,0.34483,0.33333,0.33333,0.33333,NA,NA,NA,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.17320765019952
"667",697,46,163,9,"1/3","English","clouds",0.5,"circles",0.7,"squares",0.5,"solid things",0.25,"striped things",0.25,"polka-dotted things",0.85,"texture","shape",233,213,223,"green",3,1,2,26,20,23,0.29412,0.41176,0.29412,0.18519,0.18519,0.62963,NA,NA,NA,0.33333,0.33333,0.33333,0.09906,0.09906,0.80188,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.12835,0.12835,0.74331,0.33333,0.33333,0.33333,323211,2.09393916344781
"668",698,46,240,10,"1/1","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",121,322,222,"cloud",1,3,1,4,15,14,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.49011,0.25495,0.25495,0.33333,0.33333,0.33333,0.43854,0.22812,0.33333,0.62276,0.18862,0.18862,0.33333,0.33333,0.33333,0.51169,0.15498,0.33333,113212,2.28243914948797
"669",699,46,294,11,"3/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",123,123,123,"cloud",1,2,3,22,22,22,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"670",700,46,30,12,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.8,"red things",0.5,"green things",0.3,"color","texture",331,333,331,"square",1,2,3,9,27,9,NA,NA,NA,0.33333,0.33333,0.33333,0.5,0.3125,0.1875,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.52909,0.33333,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.33333,0.15637,323221,2.13214582310969
"671",701,46,267,13,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",111,111,111,"cloud",1,3,1,1,1,1,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"672",702,46,10,14,"2/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.35,"squares",0.75,"shape","texture",331,331,231,"blue",3,2,1,9,9,8,0.3125,0.21875,0.46875,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.13758,0.52909,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15637,0.5103,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.17423798119391
"673",703,46,152,15,"1/3","English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",333,313,323,"polka-dotted",2,2,3,27,21,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.26408,0.26408,0.47183,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19174,0.19174,0.61652,0.33333,0.33333,0.33333,113232,2.23664864313726
"674",704,46,119,16,"2/2","English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.8,"striped things",0.5,"polka-dotted things",0.3,"texture","color",111,112,131,"blue",3,3,2,1,10,7,NA,NA,NA,0.5,0.3125,0.1875,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57284,0.33333,0.09383,0.37906,0.28761,0.33333,0.33333,0.33333,0.33333,0.5375,0.33333,0.12917,0.44357,0.2231,0.33333,213222,2.17051865195758
"675",705,46,285,17,"3/3","English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","color",133,133,133,"green",3,3,1,25,25,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"676",706,47,32,3,"2/3","english","clouds",0.9,"circles",0.35,"squares",0.2,"solid things",0.75,"striped things",0.1,"polka-dotted things",0.95,"shape","texture",131,231,131,"polka-dotted",2,1,2,7,8,7,0.62069,0.24138,0.13793,0.41667,0.05556,0.52778,NA,NA,NA,0.52909,0.13758,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.5103,0.15637,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.12406594544524
"677",707,47,104,4,"2/2","english","clouds",0,"circles",0,"squares",0.9,"blue things",0,"red things",0,"green things",1,"shape","color",313,113,312,"square",1,1,3,21,19,12,0,0,1,NA,NA,NA,0,0,1,0.28761,0.33333,0.37906,0.33333,0.33333,0.33333,0.33333,0.09383,0.57284,0.2231,0.33333,0.44357,0.33333,0.33333,0.33333,0.33333,0.12917,0.5375,213222,1.52721767013562
"678",708,47,82,5,"1/2","english","clouds",0.8,"circles",0,"squares",0,"blue things",0,"red things",0,"green things",1,"color","shape",133,132,231,"green",3,1,3,25,16,8,1,0,0,NA,NA,NA,0,0,1,0.40512,0.26154,0.33333,0.33333,0.33333,0.33333,0.27566,0.26091,0.46343,0.46875,0.19792,0.33333,0.33333,0.33333,0.33333,0.19543,0.19116,0.61341,113221,1.67265960158887
