"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","property1","property2","target","obj2","obj3","utterance","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"578",593,39,264,10,"3/3","english","solid things",0.6,"striped things",0.5,"polka-dotted things",0.45,"blue things",0.55,"red things",0.2,"green things",0.2,"texture","color",311,311,311,"square",1,2,3,3,3,3,NA,NA,NA,0.3871,0.32258,0.29032,0.57895,0.21053,0.21053,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"579",594,39,8,11,"2/3","english","solid things",0.6,"striped things",0.7,"polka-dotted things",0,"blue things",0,"red things",0.35,"green things",0.6,"color","texture",223,221,223,"circle",1,2,3,23,5,23,NA,NA,NA,0.46154,0.53846,0,0,0.36842,0.63158,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.1151,0.33333,0.55157,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.10772,0.33333,0.55895,323221,1.8791470291001
"580",595,39,292,12,"3/3","english","solid things",0.5,"striped things",0.7,"polka-dotted things",0.35,"blue things",0.5,"red things",0.55,"green things",0.5,"texture","color",122,122,122,"red",3,2,3,13,13,13,NA,NA,NA,0.32258,0.45161,0.22581,0.32258,0.35484,0.32258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"581",596,39,209,13,"1/1","english","blue things",0.55,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.6,"texture","color",231,212,222,"polka-dotted",2,3,2,8,11,14,NA,NA,NA,0.3125,0.3125,0.375,0.35484,0.32258,0.32258,0.33333,0.33333,0.33333,0.16339,0.16339,0.67322,0.53647,0.1302,0.33333,0.33333,0.33333,0.33333,0.17203,0.17203,0.65595,0.52816,0.13851,0.33333,113212,2.51365072532394
"582",597,39,132,14,"2/2","english","clouds",0.3,"circles",0.7,"squares",0,"solid things",0.65,"striped things",0.75,"polka-dotted things",0,"shape","texture",221,321,211,"blue",3,1,2,5,6,2,0.3,0.7,0,0.46429,0.53571,0,NA,NA,NA,0.33333,0.64747,0.01919,0.01919,0.64747,0.33333,0.33333,0.33333,0.33333,0.33333,0.64449,0.02217,0.02217,0.64449,0.33333,0.33333,0.33333,0.33333,322122,2.70209675046092
"583",598,39,26,15,"2/3","english","solid things",0.65,"striped things",0.4,"polka-dotted things",0.55,"clouds",0.6,"circles",0.8,"squares",0,"shape","texture",231,231,331,"blue",3,2,1,8,8,9,0.42857,0.57143,0,0.40625,0.25,0.34375,NA,NA,NA,0.33333,0.55157,0.1151,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55895,0.10772,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,1.90944012893211
"584",599,39,75,16,"1/2","english","clouds",0.6,"circles",0.4,"squares",0.3,"blue things",0.55,"red things",0.4,"green things",0.5,"color","shape",211,212,312,"blue",3,1,3,2,11,12,0.46154,0.30769,0.23077,NA,NA,NA,0.37931,0.27586,0.34483,0.33333,0.49446,0.17221,0.33333,0.33333,0.33333,0.51687,0.1498,0.33333,0.33333,0.49567,0.171,0.33333,0.33333,0.33333,0.51244,0.15423,0.33333,123221,2.28257183416151
"585",600,39,41,17,"2/3","english","solid things",0.7,"striped things",0.8,"polka-dotted things",0,"blue things",0,"red things",0.25,"green things",0.65,"texture","color",323,333,323,"green",3,2,3,24,27,24,NA,NA,NA,0.46667,0.53333,0,0,0.27778,0.72222,0.33333,0.33333,0.33333,0.33333,0.55157,0.1151,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55895,0.10772,0.33333,0.33333,0.33333,323221,1.92862575882572
"586",601,40,185,3,"1/3","ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.1,"red things",0.5,"green things",1,"color","shape",333,331,331,"polka-dotted",2,1,3,27,9,9,0.33333,0.33333,0.33333,NA,NA,NA,0.0625,0.3125,0.625,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15956,0.33333,0.50711,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.14129,0.33333,0.52538,323212,1.98103377143755
"587",602,40,150,4,"2/2","ENGLISH","solid things",0.95,"striped things",1,"polka-dotted things",0,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",322,332,323,"red",3,2,3,15,18,24,NA,NA,NA,0.48718,0.51282,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.45122,0.21545,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.39633,0.27034,0.33333,0.3335,0.33317,213222,2.04193920887904
"588",603,40,275,5,"3/3","ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",233,233,233,"green",3,2,1,26,26,26,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"589",604,40,117,6,"2/2","ENGLISH","clouds",0.9,"circles",0.5,"squares",0.15,"solid things",0.5,"striped things",1,"polka-dotted things",0.5,"shape","texture",122,322,112,"red",3,1,2,13,15,10,0.58065,0.32258,0.09677,0.25,0.5,0.25,NA,NA,NA,0.42744,0.33333,0.23923,0.23923,0.42744,0.33333,0.33333,0.33333,0.33333,0.40217,0.33333,0.2645,0.2645,0.40217,0.33333,0.33333,0.33333,0.33333,322122,2.04353442288421
"590",605,40,214,7,"1/1","ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",122,332,332,"striped",2,2,1,13,18,18,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.34194,0.33333,0.32473,0.33333,0.34194,0.32473,0.33333,0.33333,0.33333,0.36934,0.33333,0.29732,0.33333,0.36934,0.29732,0.33333,0.33333,0.33333,123212,2.19766881657322
"591",606,40,17,8,"2/3","ENGLISH","clouds",1,"circles",0.5,"squares",0.15,"blue things",0.5,"red things",0.5,"green things",0.5,"shape","color",321,321,121,"blue",3,1,3,6,6,4,0.60606,0.30303,0.09091,NA,NA,NA,0.33333,0.33333,0.33333,0.21824,0.33333,0.44842,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.18685,0.33333,0.47982,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.42694701068883
"592",607,40,164,9,"1/3","ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.45,"texture","color",223,233,213,"striped",2,3,2,23,26,20,NA,NA,NA,0.34483,0.34483,0.31034,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32673,0.34654,0.32673,0.33333,0.33333,0.33333,113232,2.19722457733622
"593",608,40,148,10,"2/2","ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",212,122,212,"solid",2,2,1,11,13,11,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33228,0.33439,0.33333,0.33439,0.33228,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"594",609,40,296,11,"3/3","ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"texture","color",333,333,333,"square",1,3,2,27,27,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"595",610,40,180,12,"1/3","ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.95,"striped things",0.2,"polka-dotted things",0.4,"texture","color",111,131,121,"blue",3,3,2,1,7,4,NA,NA,NA,0.6129,0.12903,0.25806,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60219,0.1989,0.1989,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.60153,0.19923,0.19923,0.33333,0.33333,0.33333,323211,2.03459929026659
"596",611,40,232,13,"1/1","ENGLISH","blue things",0.5,"red things",0.5,"green things",0.8,"solid things",0.5,"striped things",1,"polka-dotted things",0.5,"texture","color",323,312,311,"square",1,3,2,24,12,3,NA,NA,NA,0.25,0.5,0.25,0.27778,0.27778,0.44444,0.33333,0.33333,0.33333,0.12863,0.53804,0.33333,0.16174,0.16174,0.67652,0.33333,0.33333,0.33333,0.11169,0.55498,0.33333,0.14349,0.14349,0.71301,321211,2.28305137041609
"597",612,40,243,14,"1/1","ENGLISH","blue things",0.9,"red things",0.25,"green things",0.5,"clouds",0.15,"circles",0.5,"squares",1,"shape","color",321,122,122,"striped",2,3,1,6,13,13,0.09091,0.30303,0.60606,NA,NA,NA,0.54545,0.15152,0.30303,0.14828,0.33333,0.51838,0.33333,0.33333,0.33333,0.51838,0.14828,0.33333,0.12396,0.33333,0.54271,0.33333,0.33333,0.33333,0.54271,0.12396,0.33333,321212,1.88511515013617
"598",613,40,12,15,"2/3","ENGLISH","solid things",0.5,"striped things",0.35,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,"texture","color",211,221,211,"blue",3,2,3,2,5,2,NA,NA,NA,0.37037,0.25926,0.37037,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44842,0.21824,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.47982,0.18685,0.33333,0.33333,0.33333,0.33333,323221,2.19717926108217
"599",614,40,103,16,"2/2","ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.35,"circles",0.5,"squares",0.5,"shape","texture",212,132,212,"circle",1,2,1,11,16,11,0.25926,0.37037,0.37037,0.38462,0.38462,0.23077,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33228,0.33439,0.33333,0.33439,0.33333,0.33228,0.33333,0.33333,0.33333,213221,2.19722457733622
"600",615,40,260,17,"3/3","ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,"shape","texture",133,133,133,"cloud",1,2,1,25,25,25,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"601",616,41,264,3,"3/3","English","solid things",0.85,"striped things",0.6,"polka-dotted things",0.35,"blue things",1,"red things",0,"green things",0,"texture","color",311,311,311,"solid",2,2,3,3,3,3,NA,NA,NA,0.47222,0.33333,0.19444,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"602",617,41,189,4,"1/3","English","clouds",1,"circles",0.15,"squares",0.2,"blue things",0.05,"red things",0,"green things",1,"shape","color",123,223,223,"green",3,1,3,22,23,23,0.74074,0.11111,0.14815,NA,NA,NA,0.04762,0,0.95238,0.61633,0.05034,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.61633,0.05034,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.95197771112101
"603",618,41,160,5,"1/3","English","solid things",0.8,"striped things",0.3,"polka-dotted things",1,"blue things",0.2,"red things",0.1,"green things",0.75,"texture","color",233,213,223,"circle",1,2,3,26,20,23,NA,NA,NA,0.38095,0.14286,0.47619,0.19048,0.09524,0.71429,0.33333,0.33333,0.33333,0.05837,0.05837,0.88326,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.05837,0.05837,0.88326,0.33333,0.33333,0.33333,323211,2.64584683340948
"604",619,41,277,6,"3/3","English","clouds",0.6,"circles",0.85,"squares",0.2,"solid things",0.75,"striped things",1,"polka-dotted things",0.1,"shape","texture",222,222,222,"circle",1,1,2,14,14,14,0.36364,0.51515,0.12121,0.40541,0.54054,0.05405,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"605",620,41,261,7,"3/3","English","solid things",0.8,"striped things",0,"polka-dotted things",0,"clouds",0.1,"circles",0.35,"squares",0.9,"shape","texture",313,313,313,"green",3,2,1,21,21,21,0.07407,0.25926,0.66667,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"606",621,41,43,8,"2/3","English","clouds",0.3,"circles",0.9,"squares",0.15,"blue things",0.95,"red things",0.25,"green things",0.25,"color","shape",211,211,212,"circle",1,1,3,2,2,11,0.22222,0.66667,0.11111,NA,NA,NA,0.65517,0.17241,0.17241,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58312,0.08354,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58312,0.08354,0.33333,323221,2.06939927635581
"607",622,41,16,9,"2/3","English","clouds",0.95,"circles",0.25,"squares",0.05,"solid things",0.9,"striped things",0.25,"polka-dotted things",0.15,"shape","texture",113,213,113,"solid",2,1,2,19,20,19,0.76,0.2,0.04,0.69231,0.19231,0.11538,NA,NA,NA,0.58312,0.08354,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.58312,0.08354,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.04894722819895
"608",623,41,207,10,"1/1","English","clouds",1,"circles",0.3,"squares",0.05,"solid things",0.75,"striped things",0.1,"polka-dotted things",0.05,"shape","texture",113,333,223,"solid",2,1,2,19,27,23,0.74074,0.22222,0.03704,0.83333,0.11111,0.05556,NA,NA,NA,0.86664,0.06668,0.06668,0.86664,0.06668,0.06668,0.33333,0.33333,0.33333,0.86665,0.06667,0.06667,0.86665,0.06667,0.06667,0.33333,0.33333,0.33333,113211,1.37863901264635
"609",624,41,118,11,"2/2","English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.05,"clouds",0.35,"circles",0.95,"squares",0.15,"shape","texture",211,211,131,"blue",3,2,1,2,2,7,0.24138,0.65517,0.10345,0.7619,0.19048,0.04762,NA,NA,NA,0.08721,0.57945,0.33333,0.57945,0.33333,0.08721,0.33333,0.33333,0.33333,0.08722,0.57945,0.33333,0.57945,0.33333,0.08722,0.33333,0.33333,0.33333,322121,1.80114782466874
"610",625,41,39,12,"2/3","English","blue things",0.8,"red things",0.1,"green things",0,"solid things",0.95,"striped things",0.9,"polka-dotted things",0.05,"color","texture",321,323,321,"blue",3,3,2,6,24,6,NA,NA,NA,0.5,0.47368,0.02632,0.88889,0.11111,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57184,0.33333,0.09483,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57185,0.33333,0.09482,213232,1.71748374674924
"611",626,41,218,13,"1/1","English","blue things",0.9,"red things",0.05,"green things",0.1,"solid things",0.85,"striped things",0.05,"polka-dotted things",0.05,"texture","color",211,233,233,"circle",1,3,2,2,26,26,NA,NA,NA,0.89474,0.05263,0.05263,0.85714,0.04762,0.09524,0.33333,0.33333,0.33333,0.61489,0.33333,0.05178,0.61489,0.33333,0.05178,0.33333,0.33333,0.33333,0.61488,0.33333,0.05178,0.61488,0.33333,0.05178,321212,1.39991131443302
"612",627,41,236,14,"1/1","English","blue things",0.1,"red things",0.05,"green things",0.95,"solid things",1,"striped things",0.05,"polka-dotted things",0.05,"texture","color",113,131,131,"solid",2,3,2,19,7,7,NA,NA,NA,0.90909,0.04545,0.04545,0.09091,0.04545,0.86364,0.33333,0.33333,0.33333,0.61451,0.33333,0.05215,0.05215,0.33333,0.61451,0.33333,0.33333,0.33333,0.61452,0.33333,0.05215,0.05215,0.33333,0.61452,123212,1.36581771672468
"613",628,41,144,15,"2/2","English","solid things",0,"striped things",1,"polka-dotted things",0.05,"clouds",1,"circles",0,"squares",0.05,"shape","texture",123,213,123,"striped",2,2,1,22,20,22,0.95238,0,0.04762,0,0.95238,0.04762,NA,NA,NA,0.56611,0.10056,0.33333,0.10056,0.56611,0.33333,0.33333,0.33333,0.33333,0.56612,0.10055,0.33333,0.10055,0.56612,0.33333,0.33333,0.33333,0.33333,213221,1.18837724274885
"614",629,41,123,16,"2/2","English","blue things",0,"red things",0,"green things",1,"clouds",0.95,"circles",0.05,"squares",0.05,"shape","color",113,213,112,"cloud",1,3,1,19,20,10,0.90476,0.04762,0.04762,NA,NA,NA,0,0,1,0.56811,0.09855,0.33333,0.33333,0.33333,0.33333,0.33333,0.09853,0.56813,0.56812,0.09855,0.33333,0.33333,0.33333,0.33333,0.33333,0.09855,0.56812,213222,1.23963702057651
"615",630,41,61,17,"1/2","English","clouds",0.05,"circles",0.95,"squares",0.05,"blue things",0.05,"red things",0,"green things",1,"color","shape",233,332,231,"polka-dotted",2,1,3,26,18,8,0.04762,0.90476,0.04762,NA,NA,NA,0.04762,0,0.95238,0.33333,0.56916,0.0975,0.33333,0.33333,0.33333,0.0789,0.0789,0.8422,0.33333,0.56916,0.0975,0.33333,0.33333,0.33333,0.0789,0.0789,0.84221,322111,0.957568634370895
"616",631,42,177,3,"1/3","English","blue things",0.15,"red things",0.85,"green things",0.15,"solid things",0.9,"striped things",0.05,"polka-dotted things",0.05,"texture","color",212,232,232,"circle",1,3,2,11,17,17,NA,NA,NA,0.9,0.05,0.05,0.13043,0.73913,0.13043,0.33333,0.33333,0.33333,0.64368,0.33333,0.02299,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.64411,0.33333,0.02256,0.33333,0.33333,0.33333,323212,1.73868064292097
"617",632,42,203,4,"1/1","English","clouds",0.75,"circles",0.05,"squares",0,"blue things",0,"red things",1,"green things",0,"shape","color",132,233,333,"red",3,1,3,16,26,27,0.9375,0.0625,0,NA,NA,NA,0,1,0,0.69578,0.15211,0.15211,0.33333,0.33333,0.33333,0.33333,0.54707,0.1196,0.68181,0.15909,0.15909,0.33333,0.33333,0.33333,0.33333,0.54054,0.12613,123211,1.06093135134533
"618",633,42,210,5,"1/1","English","solid things",0,"striped things",0.95,"polka-dotted things",0.05,"blue things",1,"red things",0.05,"green things",0.05,"texture","color",321,332,333,"blue",3,2,3,6,18,27,NA,NA,NA,0,0.95,0.05,0.90909,0.04545,0.04545,0.33333,0.33333,0.33333,0.33333,0.55229,0.11438,0.70711,0.14644,0.14644,0.33333,0.33333,0.33333,0.33333,0.5486,0.11807,0.69908,0.15046,0.15046,113212,1.16211899725113
"619",634,42,183,6,"1/3","English","blue things",0.9,"red things",0,"green things",0,"solid things",0,"striped things",0.05,"polka-dotted things",0.95,"color","texture",331,332,333,"square",1,3,2,9,18,27,NA,NA,NA,0,0.05,0.95,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.90853,0.04573,0.04573,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.90789,0.04606,0.04606,323211,1.19453634936894
"620",635,42,13,7,"2/3","English","solid things",0,"striped things",0.05,"polka-dotted things",0.95,"blue things",0.95,"red things",0,"green things",0,"texture","color",231,231,221,"polka-dotted",2,2,3,8,8,5,NA,NA,NA,0,0.05,0.95,1,0,0,0.33333,0.33333,0.33333,0.33333,0.19157,0.4751,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.19526,0.47141,0.33333,0.33333,0.33333,213232,1.88825717085023
"621",636,42,145,8,"2/2","English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.05,"circles",0,"squares",0,"shape","texture",122,132,322,"striped",2,2,1,13,16,15,1,0,0,0,1,0,NA,NA,NA,0.62542,0.33333,0.04124,0.33333,0.48074,0.18592,0.33333,0.33333,0.33333,0.62389,0.33333,0.04278,0.33333,0.48025,0.18641,0.33333,0.33333,0.33333,213222,1.20174787403867
"622",637,42,94,9,"1/2","English","clouds",0,"circles",0,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.05,"shape","texture",222,322,312,"striped",2,1,2,14,15,12,0.33333,0.33333,0.33333,0,0.95238,0.04762,NA,NA,NA,0.33333,0.65851,0.00815,0.18043,0.48624,0.33333,0.33333,0.33333,0.33333,0.33333,0.65952,0.00714,0.18354,0.48312,0.33333,0.33333,0.33333,0.33333,213212,2.84764115687282
"623",638,42,111,10,"2/2","English","clouds",0,"circles",0,"squares",0,"blue things",0.05,"red things",0,"green things",0,"shape","color",332,332,231,"red",3,1,3,18,18,8,0.33333,0.33333,0.33333,NA,NA,NA,1,0,0,0.33333,0.08903,0.57764,0.33333,0.33333,0.33333,0.08903,0.57764,0.33333,0.33333,0.09036,0.5763,0.33333,0.33333,0.33333,0.09036,0.5763,0.33333,213221,3.77420044770185
"624",639,42,295,11,"3/3","English","blue things",0.05,"red things",0.05,"green things",0.05,"clouds",0.05,"circles",0,"squares",0,"shape","color",111,111,111,"cloud",1,3,1,1,1,1,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"625",640,42,290,12,"3/3","English","solid things",0,"striped things",0,"polka-dotted things",0.05,"blue things",0.05,"red things",0.05,"green things",0,"texture","color",311,311,311,"solid",2,2,3,3,3,3,NA,NA,NA,0,0,1,0.5,0.5,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"626",641,42,185,13,"1/3","English","blue things",0.05,"red things",0,"green things",0.05,"clouds",0.05,"circles",0,"squares",0.05,"color","shape",333,331,331,"green",3,3,1,27,9,9,0.5,0,0.5,NA,NA,NA,0.5,0,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.07893,0.33333,0.58773,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.07525,0.33333,0.59142,123232,2.63392828457806
"627",642,42,121,14,"2/2","English","solid things",0,"striped things",0.95,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0.05,"texture","color",121,131,122,"cloud",1,2,3,4,7,13,NA,NA,NA,0,1,0,0.95238,0,0.04762,0.33333,0.33333,0.33333,0.33333,0.59789,0.06877,0.59789,0.06877,0.33333,0.33333,0.33333,0.33333,0.33333,0.59729,0.06938,0.59729,0.06938,0.33333,322122,1.05650481906918
"628",643,42,230,15,"1/1","English","blue things",0.95,"red things",0,"green things",0,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.95,"texture","color",131,122,123,"cloud",1,3,2,7,13,22,NA,NA,NA,0.04762,0.04762,0.90476,1,0,0,0.33333,0.33333,0.33333,0.33333,0.02905,0.63762,0.91649,0.04176,0.04176,0.33333,0.33333,0.33333,0.33333,0.02898,0.63769,0.91669,0.04165,0.04165,321211,0.715191873732658
"629",644,42,294,16,"3/3","English","blue things",0.05,"red things",0,"green things",0.05,"solid things",0.05,"striped things",0.05,"polka-dotted things",0.05,"texture","color",123,123,123,"striped",2,3,2,22,22,22,NA,NA,NA,0.33333,0.33333,0.33333,0.5,0,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"630",645,42,252,17,"3/3","English","blue things",0,"red things",0.05,"green things",0.05,"clouds",0.05,"circles",0.05,"squares",0.05,"shape","color",131,131,131,"polka-dotted",2,3,1,7,7,7,0.33333,0.33333,0.33333,NA,NA,NA,0,0.5,0.5,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"631",646,43,18,3,"2/3","English","clouds",0.75,"circles",0.4,"squares",0.25,"solid things",0.3,"striped things",0.25,"polka-dotted things",0.75,"shape","texture",133,133,233,"green",3,1,2,25,25,26,0.53571,0.28571,0.17857,0.23077,0.19231,0.57692,NA,NA,NA,0.40233,0.26434,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.40203,0.26464,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323221,2.16270433173843
"632",647,43,110,4,"2/2","English","clouds",0.4,"circles",0.4,"squares",0.7,"blue things",0.5,"red things",0.15,"green things",0.8,"shape","color",313,112,313,"square",1,1,3,21,10,21,0.26667,0.26667,0.46667,NA,NA,NA,0.34483,0.10345,0.55172,0.31008,0.33333,0.35659,0.33333,0.33333,0.33333,0.33333,0.31008,0.35659,0.30859,0.33333,0.35807,0.33333,0.33333,0.33333,0.33333,0.30859,0.35807,213221,2.15530923609134
"633",648,43,264,5,"3/3","English","solid things",0.5,"striped things",0.3,"polka-dotted things",0.3,"blue things",0.75,"red things",0.5,"green things",0.5,"texture","color",311,311,311,"square",1,2,3,3,3,3,NA,NA,NA,0.45455,0.27273,0.27273,0.42857,0.28571,0.28571,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"634",649,43,194,6,"1/3","English","clouds",0.3,"circles",0.75,"squares",0.25,"blue things",0.5,"red things",0.5,"green things",0.65,"shape","color",213,113,113,"green",3,1,3,20,19,19,0.23077,0.57692,0.19231,NA,NA,NA,0.30303,0.30303,0.39394,0.20333,0.46334,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.20529,0.46138,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,2.12130950444648
"635",650,43,292,7,"3/3","English","solid things",0.65,"striped things",0.65,"polka-dotted things",0.35,"blue things",0.4,"red things",0.65,"green things",0.4,"texture","color",122,122,122,"red",3,2,3,13,13,13,NA,NA,NA,0.39394,0.39394,0.21212,0.27586,0.44828,0.27586,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
