"","workerid","utterance","response","feedback","object1","object2","object3","object1shape","object1pattern","object1color","object2shape","object2pattern","object2color","object3shape","object3pattern","object3color","preferenceDimension","Pref1","Pref2","Pref3"
"474",24,"dotted",2,"VeryGood","121","133","333","cloud","striped","blue","cloud","dotted","green","square","dotted","green","shape","cloud","square","circle"
"475",24,"blue",1,"VeryGood","321","221","132","square","striped","blue","circle","striped","blue","cloud","dotted","red","shape","cloud","square","circle"
"476",24,"dotted",3,"VeryGood","322","231","331","square","striped","red","circle","dotted","blue","square","dotted","blue","shape","cloud","square","circle"
"477",24,"red",2,"VeryGood","231","122","322","circle","dotted","blue","cloud","striped","red","square","striped","red","shape","cloud","square","circle"
"478",24,"dotted",3,"VeryGood","232","311","332","circle","dotted","red","square","plain","blue","square","dotted","red","shape","cloud","square","circle"
"479",24,"blue",3,"VeryGood","331","113","131","square","dotted","blue","cloud","plain","green","cloud","dotted","blue","shape","cloud","square","circle"
"480",24,"plain",1,"VeryGood","313","331","213","square","plain","green","square","dotted","blue","circle","plain","green","shape","cloud","square","circle"
"481",25,"dotted",3,"VeryGood","112","231","232","cloud","plain","red","circle","dotted","blue","circle","dotted","red","color","red","green","blue"
"482",25,"circle",1,"Good","211","322","213","circle","plain","blue","square","striped","red","circle","plain","green","color","red","green","blue"
"483",25,"plain",1,"Good","111","112","233","cloud","plain","blue","cloud","plain","red","circle","dotted","green","color","red","green","blue"
"484",25,"circle",1,"Good","231","233","311","circle","dotted","blue","circle","dotted","green","square","plain","blue","color","red","green","blue"
"485",25,"dotted",2,"VeryGood","112","333","331","cloud","plain","red","square","dotted","green","square","dotted","blue","color","red","green","blue"
"486",25,"cloud",1,"VeryGood","133","323","131","cloud","dotted","green","square","striped","green","cloud","dotted","blue","color","red","green","blue"
"487",25,"plain",1,"Good","111","112","221","cloud","plain","blue","cloud","plain","red","circle","striped","blue","color","red","green","blue"
"488",25,"square",3,"VeryGood","132","313","312","cloud","dotted","red","square","plain","green","square","plain","red","color","red","green","blue"
"489",25,"cloud",1,"Good","121","312","123","cloud","striped","blue","square","plain","red","cloud","striped","green","color","red","green","blue"
"490",25,"circle",3,"Good","133","222","223","cloud","dotted","green","circle","striped","red","circle","striped","green","color","red","green","blue"
"491",25,"cloud",3,"Good","122","331","121","cloud","striped","red","square","dotted","blue","cloud","striped","blue","color","red","green","blue"
"492",25,"striped",1,"VeryGood","123","121","213","cloud","striped","green","cloud","striped","blue","circle","plain","green","color","red","green","blue"
"493",25,"square",2,"VeryGood","323","322","212","square","striped","green","square","striped","red","circle","plain","red","color","red","green","blue"
"494",25,"striped",1,"Good","223","222","131","circle","striped","green","circle","striped","red","cloud","dotted","blue","color","red","green","blue"
"495",25,"circle",2,"Good","112","231","233","cloud","plain","red","circle","dotted","blue","circle","dotted","green","color","red","green","blue"
"496",25,"striped",2,"VeryGood","312","222","221","square","plain","red","circle","striped","red","circle","striped","blue","color","red","green","blue"
"497",25,"striped",1,"VeryGood","122","121","312","cloud","striped","red","cloud","striped","blue","square","plain","red","color","red","green","blue"
"498",25,"plain",3,"VeryGood","132","213","212","cloud","dotted","red","circle","plain","green","circle","plain","red","color","red","green","blue"
"499",25,"circle",2,"VeryGood","122","213","211","cloud","striped","red","circle","plain","green","circle","plain","blue","color","red","green","blue"
"500",25,"square",3,"Good","233","322","323","circle","dotted","green","square","striped","red","square","striped","green","color","red","green","blue"
"501",26,"striped",1,"VeryGood","222","322","311","circle","striped","red","square","striped","red","square","plain","blue","shape","cloud","circle","square"
"502",26,"dotted",1,"VeryGood","232","323","332","circle","dotted","red","square","striped","green","square","dotted","red","shape","cloud","circle","square"
"503",26,"blue",1,"VeryGood","121","112","221","cloud","striped","blue","cloud","plain","red","circle","striped","blue","shape","cloud","circle","square"
"504",26,"green",3,"VeryGood","333","222","233","square","dotted","green","circle","striped","red","circle","dotted","green","shape","cloud","circle","square"
"505",26,"dotted",3,"VeryGood","331","322","131","square","dotted","blue","square","striped","red","cloud","dotted","blue","shape","cloud","circle","square"
"506",26,"dotted",2,"VeryGood","232","132","123","circle","dotted","red","cloud","dotted","red","cloud","striped","green","shape","cloud","circle","square"
"507",26,"blue",3,"VeryGood","311","232","211","square","plain","blue","circle","dotted","red","circle","plain","blue","shape","cloud","circle","square"
"508",26,"plain",2,"Good","112","212","333","cloud","plain","red","circle","plain","red","square","dotted","green","shape","cloud","circle","square"
"509",26,"blue",2,"Good","121","221","333","cloud","striped","blue","circle","striped","blue","square","dotted","green","shape","cloud","circle","square"
"510",26,"striped",2,"VeryGood","222","122","211","circle","striped","red","cloud","striped","red","circle","plain","blue","shape","cloud","circle","square"
"511",26,"green",3,"VeryGood","212","223","123","circle","plain","red","circle","striped","green","cloud","striped","green","shape","cloud","circle","square"
"512",26,"plain",2,"VeryGood","313","213","121","square","plain","green","circle","plain","green","cloud","striped","blue","shape","cloud","circle","square"
"513",26,"striped",2,"VeryGood","132","121","321","cloud","dotted","red","cloud","striped","blue","square","striped","blue","shape","cloud","circle","square"
"514",26,"blue",2,"VeryGood","211","111","333","circle","plain","blue","cloud","plain","blue","square","dotted","green","shape","cloud","circle","square"
"515",26,"blue",1,"VeryGood","131","122","231","cloud","dotted","blue","cloud","striped","red","circle","dotted","blue","shape","cloud","circle","square"
"516",26,"green",3,"VeryGood","111","333","233","cloud","plain","blue","square","dotted","green","circle","dotted","green","shape","cloud","circle","square"
"517",26,"dotted",3,"VeryGood","323","331","131","square","striped","green","square","dotted","blue","cloud","dotted","blue","shape","cloud","circle","square"
"518",26,"plain",2,"VeryGood","323","111","211","square","striped","green","cloud","plain","blue","circle","plain","blue","shape","cloud","circle","square"
"519",26,"plain",3,"VeryGood","312","231","212","square","plain","red","circle","dotted","blue","circle","plain","red","shape","cloud","circle","square"
"520",26,"dotted",1,"VeryGood","131","213","231","cloud","dotted","blue","circle","plain","green","circle","dotted","blue","shape","cloud","circle","square"
"521",27,"striped",3,"VeryGood","123","331","121","cloud","striped","green","square","dotted","blue","cloud","striped","blue","color","blue","green","red"
"522",27,"circle",2,"VeryGood","212","213","333","circle","plain","red","circle","plain","green","square","dotted","green","color","blue","green","red"
"523",27,"cloud",1,"VeryGood","133","132","223","cloud","dotted","green","cloud","dotted","red","circle","striped","green","color","blue","green","red"
"524",27,"dotted",2,"VeryGood","121","331","332","cloud","striped","blue","square","dotted","blue","square","dotted","red","color","blue","green","red"
"525",27,"dotted",2,"VeryGood","321","231","233","square","striped","blue","circle","dotted","blue","circle","dotted","green","color","blue","green","red"
"526",27,"plain",2,"VeryGood","132","213","212","cloud","dotted","red","circle","plain","green","circle","plain","red","color","blue","green","red"
"527",27,"striped",3,"VeryGood","222","313","223","circle","striped","red","square","plain","green","circle","striped","green","color","blue","green","red"
"528",27,"circle",1,"Good","232","231","321","circle","dotted","red","circle","dotted","blue","square","striped","blue","color","blue","green","red"
"529",27,"striped",2,"Good","321","322","132","square","striped","blue","square","striped","red","cloud","dotted","red","color","blue","green","red"
"530",27,"plain",2,"VeryGood","133","213","212","cloud","dotted","green","circle","plain","green","circle","plain","red","color","blue","green","red"
"531",27,"dotted",3,"VeryGood","232","112","233","circle","dotted","red","cloud","plain","red","circle","dotted","green","color","blue","green","red"
"532",27,"dotted",1,"VeryGood","131","223","132","cloud","dotted","blue","circle","striped","green","cloud","dotted","red","color","blue","green","red"
"533",27,"circle",2,"VeryGood","321","233","232","square","striped","blue","circle","dotted","green","circle","dotted","red","color","blue","green","red"
"534",27,"dotted",2,"VeryGood","332","331","212","square","dotted","red","square","dotted","blue","circle","plain","red","color","blue","green","red"
"535",27,"cloud",2,"VeryGood","321","131","133","square","striped","blue","cloud","dotted","blue","cloud","dotted","green","color","blue","green","red"
"536",27,"circle",3,"VeryGood","322","213","211","square","striped","red","circle","plain","green","circle","plain","blue","color","blue","green","red"
"537",27,"striped",3,"VeryGood","322","211","323","square","striped","red","circle","plain","blue","square","striped","green","color","blue","green","red"
"538",27,"striped",3,"VeryGood","323","213","321","square","striped","green","circle","plain","green","square","striped","blue","color","blue","green","red"
"539",27,"circle",1,"VeryGood","211","213","123","circle","plain","blue","circle","plain","green","cloud","striped","green","color","blue","green","red"
"540",27,"dotted",2,"VeryGood","332","333","113","square","dotted","red","square","dotted","green","cloud","plain","green","color","blue","green","red"
"541",28,"circle",2,"Good","111","233","231","cloud","plain","blue","circle","dotted","green","circle","dotted","blue","color","blue","red","green"
"542",28,"square",3,"Good","213","331","333","circle","plain","green","square","dotted","blue","square","dotted","green","color","blue","red","green"
"543",28,"circle",1,"Good","222","221","313","circle","striped","red","circle","striped","blue","square","plain","green","color","blue","red","green"
"544",28,"dotted",2,"VeryGood","333","331","222","square","dotted","green","square","dotted","blue","circle","striped","red","color","blue","red","green"
"545",28,"cloud",3,"Good","221","111","112","circle","striped","blue","cloud","plain","blue","cloud","plain","red","color","blue","red","green"
"546",28,"circle",1,"VeryGood","221","112","222","circle","striped","blue","cloud","plain","red","circle","striped","red","color","blue","red","green"
"547",28,"cloud",3,"VeryGood","211","122","121","circle","plain","blue","cloud","striped","red","cloud","striped","blue","color","blue","red","green"
"548",28,"square",2,"VeryGood","313","311","131","square","plain","green","square","plain","blue","cloud","dotted","blue","color","blue","red","green"
"549",28,"square",2,"Good","231","313","311","circle","dotted","blue","square","plain","green","square","plain","blue","color","blue","red","green"
"550",28,"plain",1,"Good","213","123","212","circle","plain","green","cloud","striped","green","circle","plain","red","color","blue","red","green"
"551",28,"circle",2,"Good","122","213","212","cloud","striped","red","circle","plain","green","circle","plain","red","color","blue","red","green"
"552",28,"circle",1,"VeryGood","211","323","213","circle","plain","blue","square","striped","green","circle","plain","green","color","blue","red","green"
"553",28,"square",3,"Good","321","212","322","square","striped","blue","circle","plain","red","square","striped","red","color","blue","red","green"
"554",28,"plain",3,"VeryGood","321","113","112","square","striped","blue","cloud","plain","green","cloud","plain","red","color","blue","red","green"
"555",28,"dotted",3,"VeryGood","233","311","231","circle","dotted","green","square","plain","blue","circle","dotted","blue","color","blue","red","green"
"556",28,"cloud",1,"VeryGood","121","123","211","cloud","striped","blue","cloud","striped","green","circle","plain","blue","color","blue","red","green"
"557",28,"dotted",3,"Bad","131","132","212","cloud","dotted","blue","cloud","dotted","red","circle","plain","red","color","blue","red","green"
"558",28,"cloud",1,"VeryGood","122","123","332","cloud","striped","red","cloud","striped","green","square","dotted","red","color","blue","red","green"
"559",28,"cloud",3,"VeryGood","331","123","121","square","dotted","blue","cloud","striped","green","cloud","striped","blue","color","blue","red","green"
"560",28,"square",3,"Good","233","322","323","circle","dotted","green","square","striped","red","square","striped","green","color","blue","red","green"
"561",29,"dotted",3,"VeryGood","211","132","232","circle","plain","blue","cloud","dotted","red","circle","dotted","red","shape","circle","cloud","square"
"562",29,"plain",3,"Good","213","122","313","circle","plain","green","cloud","striped","red","square","plain","green","shape","circle","cloud","square"
"563",29,"red",2,"VeryGood","323","212","312","square","striped","green","circle","plain","red","square","plain","red","shape","circle","cloud","square"
"564",29,"blue",1,"VeryGood","131","223","331","cloud","dotted","blue","circle","striped","green","square","dotted","blue","shape","circle","cloud","square"
"565",29,"plain",3,"VeryGood","311","122","211","square","plain","blue","cloud","striped","red","circle","plain","blue","shape","circle","cloud","square"
"566",29,"red",3,"VeryGood","321","332","232","square","striped","blue","square","dotted","red","circle","dotted","red","shape","circle","cloud","square"
"567",29,"striped",2,"VeryGood","323","223","131","square","striped","green","circle","striped","green","cloud","dotted","blue","shape","circle","cloud","square"
"568",29,"plain",1,"VeryGood","113","231","313","cloud","plain","green","circle","dotted","blue","square","plain","green","shape","circle","cloud","square"
"569",29,"striped",1,"VeryGood","223","111","323","circle","striped","green","cloud","plain","blue","square","striped","green","shape","circle","cloud","square"
"570",29,"blue",3,"VeryGood","111","322","211","cloud","plain","blue","square","striped","red","circle","plain","blue","shape","circle","cloud","square"
"571",29,"blue",1,"VeryGood","211","111","122","circle","plain","blue","cloud","plain","blue","cloud","striped","red","shape","circle","cloud","square"
"572",29,"dotted",3,"VeryGood","333","211","233","square","dotted","green","circle","plain","blue","circle","dotted","green","shape","circle","cloud","square"
"573",29,"plain",3,"VeryGood","111","222","211","cloud","plain","blue","circle","striped","red","circle","plain","blue","shape","circle","cloud","square"
"574",29,"plain",2,"VeryGood","112","212","133","cloud","plain","red","circle","plain","red","cloud","dotted","green","shape","circle","cloud","square"
"575",29,"striped",3,"VeryGood","121","113","221","cloud","striped","blue","cloud","plain","green","circle","striped","blue","shape","circle","cloud","square"
"576",29,"green",1,"VeryGood","213","232","313","circle","plain","green","circle","dotted","red","square","plain","green","shape","circle","cloud","square"
"577",29,"green",2,"VeryGood","323","123","212","square","striped","green","cloud","striped","green","circle","plain","red","shape","circle","cloud","square"
"578",29,"plain",3,"VeryGood","331","112","212","square","dotted","blue","cloud","plain","red","circle","plain","red","shape","circle","cloud","square"
"579",29,"red",2,"VeryGood","321","212","112","square","striped","blue","circle","plain","red","cloud","plain","red","shape","circle","cloud","square"
"580",29,"red",3,"VeryGood","323","112","212","square","striped","green","cloud","plain","red","circle","plain","red","shape","circle","cloud","square"
"581",30,"circle",2,"VeryGood","332","213","233","square","dotted","red","circle","plain","green","circle","dotted","green","pattern","plain","striped","dotted"
"582",30,"cloud",2,"Good","122","132","321","cloud","striped","red","cloud","dotted","red","square","striped","blue","pattern","plain","striped","dotted"
"583",30,"green",2,"Good","311","133","123","square","plain","blue","cloud","dotted","green","cloud","striped","green","pattern","plain","striped","dotted"
"584",30,"blue",3,"Bad","321","311","123","square","striped","blue","square","plain","blue","cloud","striped","green","pattern","plain","striped","dotted"
"585",30,"square",1,"Good","331","112","311","square","dotted","blue","cloud","plain","red","square","plain","blue","pattern","plain","striped","dotted"
"586",30,"red",3,"VeryGood","233","322","312","circle","dotted","green","square","striped","red","square","plain","red","pattern","plain","striped","dotted"
"587",30,"blue",1,"Bad","313","111","131","square","plain","green","cloud","plain","blue","cloud","dotted","blue","pattern","plain","striped","dotted"
"588",30,"square",1,"VeryGood","322","332","223","square","striped","red","square","dotted","red","circle","striped","green","pattern","plain","striped","dotted"
"589",30,"red",2,"VeryGood","113","312","322","cloud","plain","green","square","plain","red","square","striped","red","pattern","plain","striped","dotted"
"590",30,"green",1,"VeryGood","123","133","321","cloud","striped","green","cloud","dotted","green","square","striped","blue","pattern","plain","striped","dotted"
"591",30,"square",1,"VeryGood","312","133","332","square","plain","red","cloud","dotted","green","square","dotted","red","pattern","plain","striped","dotted"
"592",30,"cloud",3,"VeryGood","232","133","123","circle","dotted","red","cloud","dotted","green","cloud","striped","green","pattern","plain","striped","dotted"
"593",30,"square",1,"Good","331","132","311","square","dotted","blue","cloud","dotted","red","square","plain","blue","pattern","plain","striped","dotted"
"594",30,"circle",3,"VeryGood","233","322","213","circle","dotted","green","square","striped","red","circle","plain","green","pattern","plain","striped","dotted"
"595",30,"red",1,"VeryGood","212","232","123","circle","plain","red","circle","dotted","red","cloud","striped","green","pattern","plain","striped","dotted"
"596",30,"red",2,"VeryGood","321","222","232","square","striped","blue","circle","striped","red","circle","dotted","red","pattern","plain","striped","dotted"
"597",30,"red",2,"VeryGood","223","312","322","circle","striped","green","square","plain","red","square","striped","red","pattern","plain","striped","dotted"
"598",30,"cloud",1,"Good","123","321","113","cloud","striped","green","square","striped","blue","cloud","plain","green","pattern","plain","striped","dotted"
"599",30,"cloud",3,"Good","111","212","121","cloud","plain","blue","circle","plain","red","cloud","striped","blue","pattern","plain","striped","dotted"
"600",30,"red",1,"VeryGood","212","222","121","circle","plain","red","circle","striped","red","cloud","striped","blue","pattern","plain","striped","dotted"
"601",31,"dotted",1,"Good","333","123","331","square","dotted","green","cloud","striped","green","square","dotted","blue","color","blue","green","red"
"602",31,"dotted",3,"VeryGood","332","112","333","square","dotted","red","cloud","plain","red","square","dotted","green","color","blue","green","red"
"603",31,"square",1,"VeryGood","313","312","133","square","plain","green","square","plain","red","cloud","dotted","green","color","blue","green","red"
"604",31,"circle",2,"VeryGood","122","231","233","cloud","striped","red","circle","dotted","blue","circle","dotted","green","color","blue","green","red"
"605",31,"square",3,"Good","222","313","312","circle","striped","red","square","plain","green","square","plain","red","color","blue","green","red"
"606",31,"striped",3,"VeryGood","122","332","121","cloud","striped","red","square","dotted","red","cloud","striped","blue","color","blue","green","red"
"607",31,"plain",3,"VeryGood","113","232","111","cloud","plain","green","circle","dotted","red","cloud","plain","blue","color","blue","green","red"
"608",31,"dotted",1,"Good","233","231","112","circle","dotted","green","circle","dotted","blue","cloud","plain","red","color","blue","green","red"
"609",31,"dotted",1,"Good","332","221","333","square","dotted","red","circle","striped","blue","square","dotted","green","color","blue","green","red"
"610",31,"cloud",1,"Good","112","221","111","cloud","plain","red","circle","striped","blue","cloud","plain","blue","color","blue","green","red"
"611",31,"square",2,"Good","113","323","321","cloud","plain","green","square","striped","green","square","striped","blue","color","blue","green","red"
"612",31,"dotted",3,"VeryGood","333","212","331","square","dotted","green","circle","plain","red","square","dotted","blue","color","blue","green","red"
"613",31,"cloud",2,"Good","213","133","131","circle","plain","green","cloud","dotted","green","cloud","dotted","blue","color","blue","green","red"
"614",31,"striped",3,"VeryGood","212","323","321","circle","plain","red","square","striped","green","square","striped","blue","color","blue","green","red"
"615",31,"cloud",1,"VeryGood","121","122","212","cloud","striped","blue","cloud","striped","red","circle","plain","red","color","blue","green","red"
"616",31,"plain",3,"VeryGood","233","112","111","circle","dotted","green","cloud","plain","red","cloud","plain","blue","color","blue","green","red"
"617",31,"striped",3,"VeryGood","133","322","323","cloud","dotted","green","square","striped","red","square","striped","green","color","blue","green","red"
"618",31,"cloud",2,"VeryGood","311","131","132","square","plain","blue","cloud","dotted","blue","cloud","dotted","red","color","blue","green","red"
"619",31,"circle",3,"VeryGood","222","112","221","circle","striped","red","cloud","plain","red","circle","striped","blue","color","blue","green","red"
"620",31,"plain",2,"VeryGood","321","211","212","square","striped","blue","circle","plain","blue","circle","plain","red","color","blue","green","red"
"621",32,"circle",2,"Good","221","222","131","circle","striped","blue","circle","striped","red","cloud","dotted","blue","color","blue","red","green"
"622",32,"dotted",1,"VeryGood","231","323","232","circle","dotted","blue","square","striped","green","circle","dotted","red","color","blue","red","green"
"623",32,"striped",2,"VeryGood","212","321","322","circle","plain","red","square","striped","blue","square","striped","red","color","blue","red","green"
"624",32,"striped",1,"VeryGood","221","112","222","circle","striped","blue","cloud","plain","red","circle","striped","red","color","blue","red","green"
"625",32,"circle",2,"VeryGood","223","221","111","circle","striped","green","circle","striped","blue","cloud","plain","blue","color","blue","red","green"
"626",32,"cloud",3,"VeryGood","222","133","131","circle","striped","red","cloud","dotted","green","cloud","dotted","blue","color","blue","red","green"
"627",32,"plain",3,"VeryGood","312","123","311","square","plain","red","cloud","striped","green","square","plain","blue","color","blue","red","green"
"628",32,"circle",3,"Good","211","322","213","circle","plain","blue","square","striped","red","circle","plain","green","color","blue","red","green"
"629",32,"square",2,"VeryGood","133","321","322","cloud","dotted","green","square","striped","blue","square","striped","red","color","blue","red","green"
"630",32,"cloud",2,"Good","331","113","112","square","dotted","blue","cloud","plain","green","cloud","plain","red","color","blue","red","green"
"631",32,"plain",1,"VeryGood","211","331","213","circle","plain","blue","square","dotted","blue","circle","plain","green","color","blue","red","green"
"632",32,"plain",3,"VeryGood","232","312","311","circle","dotted","red","square","plain","red","square","plain","blue","color","blue","red","green"
"633",32,"square",1,"VeryGood","311","122","312","square","plain","blue","cloud","striped","red","square","plain","red","color","blue","red","green"
"634",32,"square",3,"VeryGood","121","313","312","cloud","striped","blue","square","plain","green","square","plain","red","color","blue","red","green"
"635",32,"striped",1,"VeryGood","322","232","323","square","striped","red","circle","dotted","red","square","striped","green","color","blue","red","green"
"636",32,"dotted",2,"VeryGood","133","132","212","cloud","dotted","green","cloud","dotted","red","circle","plain","red","color","blue","red","green"
"637",32,"circle",2,"VeryGood","233","231","122","circle","dotted","green","circle","dotted","blue","cloud","striped","red","color","blue","red","green"
"638",32,"plain",3,"VeryGood","221","312","311","circle","striped","blue","square","plain","red","square","plain","blue","color","blue","red","green"
"639",32,"cloud",2,"VeryGood","133","132","321","cloud","dotted","green","cloud","dotted","red","square","striped","blue","color","blue","red","green"
"640",32,"dotted",3,"VeryGood","313","233","231","square","plain","green","circle","dotted","green","circle","dotted","blue","color","blue","red","green"
"641",33,"circle",1,"VeryGood","213","332","211","circle","plain","green","square","dotted","red","circle","plain","blue","color","green","blue","red"
"642",33,"square",2,"Good","221","332","331","circle","striped","blue","square","dotted","red","square","dotted","blue","color","green","blue","red"
"643",33,"dotted",1,"VeryGood","331","111","332","square","dotted","blue","cloud","plain","blue","square","dotted","red","color","green","blue","red"
"644",33,"circle",3,"Good","213","132","211","circle","plain","green","cloud","dotted","red","circle","plain","blue","color","green","blue","red"
"645",33,"dotted",1,"VeryGood","133","323","132","cloud","dotted","green","square","striped","green","cloud","dotted","red","color","green","blue","red"
"646",33,"circle",2,"VeryGood","312","223","221","square","plain","red","circle","striped","green","circle","striped","blue","color","green","blue","red"
"647",33,"cloud",2,"VeryGood","121","123","331","cloud","striped","blue","cloud","striped","green","square","dotted","blue","color","green","blue","red"
"648",33,"square",3,"VeryGood","211","332","331","circle","plain","blue","square","dotted","red","square","dotted","blue","color","green","blue","red"
"649",33,"plain",1,"VeryGood","211","212","323","circle","plain","blue","circle","plain","red","square","striped","green","color","green","blue","red"
"650",33,"cloud",3,"VeryGood","132","312","133","cloud","dotted","red","square","plain","red","cloud","dotted","green","color","green","blue","red"
"651",33,"striped",2,"VeryGood","122","121","212","cloud","striped","red","cloud","striped","blue","circle","plain","red","color","green","blue","red"
"652",33,"striped",1,"VeryGood","123","211","121","cloud","striped","green","circle","plain","blue","cloud","striped","blue","color","green","blue","red"
"653",33,"striped",2,"VeryGood","111","323","321","cloud","plain","blue","square","striped","green","square","striped","blue","color","green","blue","red"
"654",33,"square",1,"VeryGood","323","112","322","square","striped","green","cloud","plain","red","square","striped","red","color","green","blue","red"
"655",33,"striped",1,"VeryGood","323","233","322","square","striped","green","circle","dotted","green","square","striped","red","color","green","blue","red"
"656",33,"plain",1,"VeryGood","111","112","332","cloud","plain","blue","cloud","plain","red","square","dotted","red","color","green","blue","red"
"657",33,"striped",3,"VeryGood","222","333","221","circle","striped","red","square","dotted","green","circle","striped","blue","color","green","blue","red"
"658",33,"striped",2,"VeryGood","322","323","232","square","striped","red","square","striped","green","circle","dotted","red","color","green","blue","red"
"659",33,"plain",1,"VeryGood","213","211","331","circle","plain","green","circle","plain","blue","square","dotted","blue","color","green","blue","red"
"660",33,"cloud",3,"VeryGood","112","223","113","cloud","plain","red","circle","striped","green","cloud","plain","green","color","green","blue","red"
"661",34,"square",2,"VeryGood","111","322","332","cloud","plain","blue","square","striped","red","square","dotted","red","pattern","plain","striped","dotted"
"662",34,"circle",1,"VeryGood","213","112","233","circle","plain","green","cloud","plain","red","circle","dotted","green","pattern","plain","striped","dotted"
"663",34,"blue",3,"VeryGood","223","131","111","circle","striped","green","cloud","dotted","blue","cloud","plain","blue","pattern","plain","striped","dotted"
"664",34,"circle",2,"Good","221","231","313","circle","striped","blue","circle","dotted","blue","square","plain","green","pattern","plain","striped","dotted"
"665",34,"green",2,"VeryGood","323","313","132","square","striped","green","square","plain","green","cloud","dotted","red","pattern","plain","striped","dotted"
"666",34,"square",2,"VeryGood","331","311","232","square","dotted","blue","square","plain","blue","circle","dotted","red","pattern","plain","striped","dotted"
"667",34,"green",3,"Good","231","113","133","circle","dotted","blue","cloud","plain","green","cloud","dotted","green","pattern","plain","striped","dotted"
"668",34,"blue",2,"VeryGood","332","121","131","square","dotted","red","cloud","striped","blue","cloud","dotted","blue","pattern","plain","striped","dotted"
"669",34,"cloud",2,"Good","113","123","211","cloud","plain","green","cloud","striped","green","circle","plain","blue","pattern","plain","striped","dotted"
"670",34,"blue",3,"VeryGood","321","232","311","square","striped","blue","circle","dotted","red","square","plain","blue","pattern","plain","striped","dotted"
"671",34,"square",2,"VeryGood","332","312","231","square","dotted","red","square","plain","red","circle","dotted","blue","pattern","plain","striped","dotted"
"672",34,"cloud",2,"Good","321","132","122","square","striped","blue","cloud","dotted","red","cloud","striped","red","pattern","plain","striped","dotted"
"673",34,"red",2,"VeryGood","222","212","111","circle","striped","red","circle","plain","red","cloud","plain","blue","pattern","plain","striped","dotted"
"674",34,"red",1,"VeryGood","222","232","321","circle","striped","red","circle","dotted","red","square","striped","blue","pattern","plain","striped","dotted"
"675",34,"blue",3,"Good","221","332","231","circle","striped","blue","square","dotted","red","circle","dotted","blue","pattern","plain","striped","dotted"
"676",34,"red",1,"VeryGood","122","132","223","cloud","striped","red","cloud","dotted","red","circle","striped","green","pattern","plain","striped","dotted"
"677",34,"blue",1,"VeryGood","121","131","212","cloud","striped","blue","cloud","dotted","blue","circle","plain","red","pattern","plain","striped","dotted"
"678",34,"green",2,"VeryGood","111","223","233","cloud","plain","blue","circle","striped","green","circle","dotted","green","pattern","plain","striped","dotted"
"679",34,"circle",1,"VeryGood","223","322","233","circle","striped","green","square","striped","red","circle","dotted","green","pattern","plain","striped","dotted"
"680",34,"green",1,"VeryGood","313","333","132","square","plain","green","square","dotted","green","cloud","dotted","red","pattern","plain","striped","dotted"
"681",35,"cloud",1,"VeryGood","133","123","332","cloud","dotted","green","cloud","striped","green","square","dotted","red","pattern","dotted","plain","striped"
"682",35,"square",3,"Good","213","332","322","circle","plain","green","square","dotted","red","square","striped","red","pattern","dotted","plain","striped"
"683",35,"blue",1,"VeryGood","311","321","222","square","plain","blue","square","striped","blue","circle","striped","red","pattern","dotted","plain","striped"
"684",35,"cloud",1,"Good","111","131","213","cloud","plain","blue","cloud","dotted","blue","circle","plain","green","pattern","dotted","plain","striped"
"685",35,"blue",3,"VeryGood","233","321","331","circle","dotted","green","square","striped","blue","square","dotted","blue","pattern","dotted","plain","striped"
"686",35,"circle",2,"VeryGood","111","233","223","cloud","plain","blue","circle","dotted","green","circle","striped","green","pattern","dotted","plain","striped"
"687",35,"cloud",2,"VeryGood","313","131","111","square","plain","green","cloud","dotted","blue","cloud","plain","blue","pattern","dotted","plain","striped"
"688",35,"square",3,"Good","331","212","311","square","dotted","blue","circle","plain","red","square","plain","blue","pattern","dotted","plain","striped"
"689",35,"circle",2,"VeryGood","322","231","221","square","striped","red","circle","dotted","blue","circle","striped","blue","pattern","dotted","plain","striped"
"690",35,"blue",2,"VeryGood","212","111","121","circle","plain","red","cloud","plain","blue","cloud","striped","blue","pattern","dotted","plain","striped"
"691",35,"square",1,"VeryGood","331","223","321","square","dotted","blue","circle","striped","green","square","striped","blue","pattern","dotted","plain","striped"
"692",35,"green",3,"VeryGood","121","223","233","cloud","striped","blue","circle","striped","green","circle","dotted","green","pattern","dotted","plain","striped"
"693",35,"circle",2,"VeryGood","212","232","111","circle","plain","red","circle","dotted","red","cloud","plain","blue","pattern","dotted","plain","striped"
"694",35,"square",1,"VeryGood","332","211","322","square","dotted","red","circle","plain","blue","square","striped","red","pattern","dotted","plain","striped"
"695",35,"cloud",2,"Good","212","123","113","circle","plain","red","cloud","striped","green","cloud","plain","green","pattern","dotted","plain","striped"
"696",35,"blue",3,"VeryGood","112","221","231","cloud","plain","red","circle","striped","blue","circle","dotted","blue","pattern","dotted","plain","striped"
"697",35,"cloud",2,"VeryGood","121","111","333","cloud","striped","blue","cloud","plain","blue","square","dotted","green","pattern","dotted","plain","striped"
"698",35,"red",3,"VeryGood","131","222","212","cloud","dotted","blue","circle","striped","red","circle","plain","red","pattern","dotted","plain","striped"
"699",35,"circle",2,"VeryGood","313","232","222","square","plain","green","circle","dotted","red","circle","striped","red","pattern","dotted","plain","striped"
