"","X.1","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"381",381,397,24,"striped",111,1,333,4,0.384615384615385,"polka-dotted","texture",12.967,0.5,111,323,"solid","polka-dotted",1,333,1,"solid",2,0.576923076923077,"female",323,"solid",0.0384615384615385,3,333,"striped",0,"green","22a1",0.05,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.5,"22a1-3","striped",0.75,28531,0,2,2,"English","Female","I thought this was very interesting and fun.  Thanks",68,"Yes",3,27,1,24,27,NA,NA,NA,0.38462,0.03846,0.57692,NA,NA,NA,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.22533,0.06299,0.71168,0,0,0,212111,0
"385",385,401,25,"red",132,0.5,132,4,0,"blue","color",11.0327166666667,0,131,132,"blue","green",0.35,131,0,"red",3,0.35,"female",313,"red",0.65,0,313,"green",1,"polka-dotted","22a1",0.65,"green","['cloud', 'square', 'solid', 'polka-dotted']",0,"22a1-3","blue",0.35,12512,0,2,1,"eng","Male",NA,40,"Yes",2,16,7,16,21,NA,NA,NA,NA,NA,NA,0,0.65,0.35,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0.25355,0.4546,0.29186,212111,0
"389",389,405,25,"red",322,1,321,3,0.222222222222222,"red","color",11.0327166666667,0,321,322,"blue","blue",0.65,223,2,"blue",3,0.388888888888889,"female",321,"red",0.388888888888889,1,223,"green",0.5,"striped","321",0.35,"green","['circle', 'square', 'striped']",0.2,"321-3","green",0.35,16361,0,2,1,"eng","Male",NA,40,"Yes",2,6,6,15,23,NA,NA,NA,NA,NA,NA,0.22222,0.38889,0.38889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47271,0.26365,0.26365,322111,0
"393",393,409,25,"striped",233,0,123,4,0.135135135135135,"polka-dotted","texture",11.0327166666667,0.5,313,123,"solid","striped",0.95,123,3,"striped",2,0.405405405405405,"female",313,"solid",0.459459459459459,2,233,"solid",1,"green","311",0.85,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.25,"311-3","polka-dotted",0.75,25301,0,2,1,"eng","Male",NA,40,"Yes",3,22,21,22,26,NA,NA,NA,0.13514,0.45946,0.40541,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.26365,0.47271,0.26365,0,0,0,321111,0
"397",397,413,25,"circle",133,0,233,3,0.111111111111111,"square","shape",11.0327166666667,0.5,123,133,"cloud","square",1,233,2,"circle",1,0.444444444444444,"female",123,"cloud",0.444444444444444,3,233,"cloud",1,"green","322b",1,"square","['striped', 'polka-dotted', 'green']",0.25,"322b-2","circle",1,25970,0,2,1,"eng","Male",NA,40,"Yes",3,26,22,25,26,0.11111,0.44444,0.44444,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.15184,0.27224,0.57592,0,0,0,0,0,0,322112,0
"401",401,417,26,"red",322,0,213,4,0.25,"green","color",12.6059833333333,0.5,321,322,"blue","blue",0.45,321,0,"red",3,0.5,"male",213,"red",0.25,0,213,"blue",1,"solid","22a1",0.5,"green","['circle', 'square', 'solid', 'striped']",0.5,"22a1-3","green",1,10652,0,2,2,"english","Female","Interesting!",41,"Yes",2,20,6,15,20,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,121211,0
"405",405,421,26,"striped",211,0.5,233,4,0.206896551724138,"solid","texture",12.6059833333333,1,211,222,"solid","polka-dotted",0.75,222,2,"polka-dotted",2,0.586206896551724,"male",233,"solid",0.206896551724138,1,233,"striped",0,"circle","311",0.3,"polka-dotted","['circle', 'blue', 'red', 'green']",0.3,"311-3","striped",0.85,23790,0,2,2,"english","Female","Interesting!",41,"Yes",1,26,2,14,26,NA,NA,NA,0.2069,0.2069,0.58621,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0.25974,0.25974,0.48052,0,0,0,321111,0
"409",409,425,26,"striped",122,1,311,4,0.529411764705882,"polka-dotted","texture",12.6059833333333,0.5,311,321,"solid","solid",0.8,321,3,"solid",2,0.294117647058824,"male",311,"striped",0.176470588235294,2,122,"striped",0,"square","22a2b",0.3,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.9,"22a2b-2b","polka-dotted",0.5,2321,0,2,2,"english","Female","Interesting!",41,"Yes",1,3,3,6,13,NA,NA,NA,0.52941,0.17647,0.29412,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.31488,0.20004,0.48509,0,0,0,212112,0
"413",413,429,26,"striped",112,0.5,333,4,0.111111111111111,"solid","texture",12.6059833333333,1,112,313,"solid","polka-dotted",0.7,313,2,"polka-dotted",2,0.518518518518518,"male",333,"solid",0.37037037037037,3,333,"striped",0,"green","22a2b",0.5,"polka-dotted","['cloud', 'square', 'red', 'green']",0.15,"22a2b-2b","striped",0.7,27991,0,2,2,"english","Female","Interesting!",41,"Yes",3,27,10,21,27,NA,NA,NA,0.11111,0.37037,0.51852,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.20004,0.48509,0.31488,0,0,0,212112,0
"417",417,433,27,"circle",211,0,211,2,0,"square","shape",6.6877,0.5,111,211,"cloud","circle",1,111,3,"circle",1,0,"female",311,"cloud",1,0,311,"cloud",1,"solid","331",1,"square","['solid', 'blue']",0,"331-3","square",0,0,0,3,2,"English","Female",NA,35,"Yes",2,2,1,2,3,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.06457,0.87086,0.06457,0,0,0,0,0,0,323211,0
"421",421,437,27,"striped",322,0,322,3,0,"polka-dotted","texture",6.6877,0.5,212,322,"solid","striped",1,232,3,"striped",2,0,"female",212,"solid",1,1,232,"solid",1,"red","321",1,"polka-dotted","['circle', 'square', 'red']",0,"321-3","polka-dotted",0,6611,0,3,2,"English","Female",NA,35,"Yes",3,15,11,15,17,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.06457,0.87086,0.06457,0,0,0,321211,0
"425",425,441,27,"red",123,0.5,123,3,0,"blue","color",6.6877,1,122,222,"blue","blue",0.85,122,2,"green",3,1,"female",222,"red",0,2,123,"red",0,"cloud","322b",0,"green","['cloud', 'circle', 'striped']",0,"322b-2","green",1,14201,0,3,2,"English","Female",NA,35,"Yes",1,22,13,14,22,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.51666,0.03337,0.44996,213212,0
"429",429,445,27,"circle",322,0.5,221,4,0,"cloud","shape",6.6877,0,221,312,"cloud","circle",0.65,221,2,"circle",1,0,"female",312,"cloud",1,3,322,"square",1,"striped","22a2b",1,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2a","square",0,4230,0,3,2,"English","Female",NA,35,"Yes",2,5,5,12,15,0,1,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.51666,0.44996,0.03337,0,0,0,0,0,0,211212,0
"433",433,449,28,"circle",232,0,312,4,0.0869565217391304,"circle","shape",4.73123333333333,1,312,122,"cloud","square",1,122,3,"square",1,0.826086956521739,"female",312,"cloud",0.0869565217391304,0,232,"cloud",0.5,"solid","311",0.1,"square","['solid', 'striped', 'polka-dotted', 'red']",0.1,"311-3","circle",0.95,6370,0,1,1,"English","Male",NA,25,"Yes",2,12,12,13,17,0.08696,0.08696,0.82609,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.16689,0.16689,0.66621,0,0,0,0,0,0,113211,0
"437",437,453,28,"circle",231,1,232,4,0.115384615384615,"circle","shape",4.73123333333333,0,231,232,"cloud","circle",1,232,1,"cloud",1,0.115384615384615,"female",133,"cloud",0.769230769230769,1,133,"square",0.5,"red","321",1,"square","['polka-dotted', 'blue', 'red', 'green']",0.15,"321-2","square",0.15,21510,0,1,1,"English","Male",NA,25,"Yes",3,17,8,17,25,0.11538,0.76923,0.11538,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.11915,0.38507,0.49578,0,0,0,0,0,0,113221,0
"441",441,457,28,"red",113,1,113,4,0,"green","color",4.73123333333333,0.5,231,232,"blue","green",1,232,2,"blue",3,1,"female",231,"red",0,2,113,"red",0,"solid","22a1",0,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0,"22a1-3","blue",1,9432,0,1,1,"English","Male",NA,25,"Yes",2,19,8,17,19,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.16689,0.16689,0.66621,121211,0
"445",445,461,28,"circle",312,0,312,5,0,"square","shape",4.73123333333333,0.5,231,312,"cloud","square",0.95,122,2,"circle",1,1,"female",231,"cloud",0,3,122,"cloud",1,"solid","211",0,"square","['solid', 'striped', 'polka-dotted', 'blue', 'red']",0,"211-3","circle",1,2820,0,1,1,"English","Male",NA,25,"Yes",2,12,8,12,13,0,0,1,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.16689,0.16689,0.66621,0,0,0,0,0,0,112111,0
"449",449,465,29,"striped",313,0.5,313,4,1,"solid","texture",7.88821666666667,0,121,313,"solid","striped",1,121,2,"striped",2,0,"male",333,"solid",0,0,333,"polka-dotted",1,"green","22a1",0,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a1-3","polka-dotted",0,27931,0,2,2,"english","Male",NA,33,"Yes",3,21,4,21,27,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.95506,0.04399,0.00095,0,0,0,212111,0
"453",453,469,29,"red",233,1,233,5,0,"green","color",7.88821666666667,0.5,311,222,"blue","blue",1,311,3,"blue",3,1,"male",222,"red",0,1,233,"red",0,"circle","211",0,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0,"211-3","green",1,23802,0,2,2,"english","Male",NA,33,"Yes",1,26,3,14,26,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.33333,0,0.66667,0,0,0,0,0,0,0.04399,0.00095,0.95506,211111,0
"457",457,473,29,"red",323,0.5,311,4,1,"blue","color",7.88821666666667,0,311,331,"blue","red",0.5,331,2,"red",3,0,"male",311,"blue",0,2,323,"green",1,"square","321",0,"green","['square', 'solid', 'striped', 'polka-dotted']",1,"321-2","green",0,18011,0,2,2,"english","Male",NA,33,"Yes",1,3,3,9,24,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0.33289,0.66644,0.00067,322111,0
"461",461,477,29,"circle",112,1,121,4,1,"circle","shape",7.88821666666667,0,121,321,"cloud","cloud",1,121,2,"cloud",1,0,"male",321,"circle",0,3,112,"square",0.5,"striped","22a2b",0,"square","['solid', 'striped', 'blue', 'red']",1,"22a2b-2b","square",0,970,0,2,2,"english","Male",NA,33,"Yes",2,4,4,6,10,1,0,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.49438,0.50512,5e-04,0,0,0,0,0,0,212122,0
"465",465,481,30,"circle",332,1,132,3,0.375,"square","shape",12.11975,0.5,231,132,"cloud","cloud",1,132,3,"cloud",1,0.3125,"male",231,"circle",0.3125,0,332,"circle",0,"polka-dotted","321",0.5,"square","['polka-dotted', 'blue', 'red']",0.6,"321-3","square",0.5,7920,0,1,2,"English","Male",NA,24,"Yes",2,16,8,16,18,0.375,0.3125,0.3125,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.49909,0.25046,0.25046,0,0,0,0,0,0,322111,0
"469",469,485,30,"striped",123,0.5,213,5,0.393939393939394,"solid","texture",12.11975,1,332,213,"solid","polka-dotted",1,332,3,"polka-dotted",2,0.303030303030303,"male",213,"striped",0.303030303030303,1,123,"striped",0,"green","211",0.5,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0.65,"211-3","solid",0.5,15181,0,1,2,"English","Male",NA,24,"Yes",3,20,18,20,22,NA,NA,NA,0.39394,0.30303,0.30303,NA,NA,NA,0,0,0,0.66667,0,0.33333,0,0,0,0,0,0,0.49908,0.25046,0.25046,0,0,0,211111,0
"473",473,489,30,"striped",133,0.5,112,4,0.4375,"solid","texture",12.11975,0,131,112,"solid","solid",0.25,112,2,"striped",2,0.25,"male",131,"polka-dotted",0.3125,2,133,"polka-dotted",1,"cloud","321",0.5,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.7,"321-2","striped",0.4,20660,0,1,2,"English","Male",NA,24,"Yes",1,10,7,10,25,NA,NA,NA,0.4375,0.3125,0.25,NA,NA,NA,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.28527,0.57158,0.14316,0,0,0,321211,0
"477",477,493,30,"circle",233,0.5,332,4,0.294117647058824,"cloud","shape",12.11975,1,131,332,"cloud","square",0.65,131,3,"square",1,0.411764705882353,"male",332,"circle",0.294117647058824,3,233,"circle",0,"polka-dotted","311",0.5,"square","['polka-dotted', 'blue', 'red', 'green']",0.5,"311-3","cloud",0.7,24420,0,1,2,"English","Male",NA,24,"Yes",2,18,7,18,26,0.29412,0.29412,0.41176,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.25046,0.25046,0.49909,0,0,0,0,0,0,321111,0
"481",481,513,32,"striped",231,0.5,113,5,0.636363636363636,"solid","texture",13.0787166666667,1,311,231,"solid","polka-dotted",0.35,113,2,"polka-dotted",2,0.181818181818182,"male",311,"solid",0.181818181818182,0,113,"striped",0,"green","22b1",0.2,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0.7,"22b1-2","striped",0.2,8391,0,1,2,"English","Female","That was really fun but a little difficult choosing the favorites for each.",61,"Yes",3,19,3,8,19,NA,NA,NA,0.63636,0.18182,0.18182,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.34924,0.43509,0.21567,0,0,0,122111,0
"485",485,517,32,"red",311,1,311,4,0.592592592592593,"red","color",13.0787166666667,0,311,122,"blue","green",0.55,122,0,"blue",3,0.222222222222222,"male",323,"blue",0.185185185185185,1,323,"green",0.5,"square","22b1",0.25,"green","['cloud', 'square', 'solid', 'striped']",0.8,"22b1-3","red",0.3,18392,0,1,2,"English","Female","That was really fun but a little difficult choosing the favorites for each.",61,"Yes",1,3,3,13,24,NA,NA,NA,NA,NA,NA,0.59259,0.18519,0.22222,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,0.60254,0.26685,0.13061,211211,0
"489",489,521,32,"red",112,0,112,4,0.115384615384615,"green","color",13.0787166666667,0.5,311,131,"blue","red",0.8,311,3,"red",3,0.115384615384615,"male",131,"blue",0.769230769230769,2,112,"blue",1,"solid","22b2b",1,"green","['cloud', 'square', 'solid', 'polka-dotted']",0.15,"22b2b-2","green",0.15,1012,0,1,2,"English","Female","That was really fun but a little difficult choosing the favorites for each.",61,"Yes",2,10,3,7,10,NA,NA,NA,NA,NA,NA,0.11538,0.76923,0.11538,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.11427,0.3926,0.49313,212212,0
"493",493,525,32,"circle",233,0.5,222,4,0.277777777777778,"cloud","shape",13.0787166666667,0,222,322,"cloud","circle",0.6,322,2,"circle",1,0.277777777777778,"male",222,"cloud",0.444444444444444,3,233,"square",1,"striped","22a2b",0.8,"square","['striped', 'polka-dotted', 'red', 'green']",0.5,"22a2b-2b","square",0.5,24040,0,1,2,"English","Female","That was really fun but a little difficult choosing the favorites for each.",61,"Yes",2,14,14,15,26,0.27778,0.44444,0.27778,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.54856,0.35678,0.09467,0,0,0,0,0,0,212122,0
"497",497,529,33,"red",313,0,223,4,0,"red","color",11.8630333333333,1,222,313,"blue","red",1,223,1,"green",3,0.612903225806452,"female",222,"green",0.387096774193548,0,223,"blue",0.5,"striped","22a2b",0.6,"green","['circle', 'square', 'solid', 'striped']",0,"22a2b-2b","blue",0.95,17432,0,3,1,"English","Female","I think I am terrible at these types of logic games. Ugh! ",52,"Yes",2,23,14,21,23,NA,NA,NA,NA,NA,NA,0,0.3871,0.6129,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.55495,0.09689,0.34816,212122,0
"501",501,533,33,"red",333,0.5,332,3,0.333333333333333,"blue","color",11.8630333333333,0,332,133,"blue","blue",0.75,332,2,"red",3,0,"female",133,"green",0.666666666666667,1,333,"green",1,"square","322b",1,"green","['cloud', 'square', 'polka-dotted']",0.5,"322b-2","red",0,28931,0,3,1,"English","Female","I think I am terrible at these types of logic games. Ugh! ",52,"Yes",1,18,18,25,27,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.49665,0.38999,0.11336,213212,0
"505",505,537,33,"red",113,1,113,4,0.4,"green","color",11.8630333333333,0.5,132,113,"blue","blue",0.65,132,3,"blue",3,0.6,"female",123,"red",0,2,123,"red",0,"solid","321",0,"green","['cloud', 'solid', 'striped', 'polka-dotted']",0.5,"321-2","green",0.75,14981,0,3,1,"English","Female","I think I am terrible at these types of logic games. Ugh! ",52,"Yes",2,19,16,19,22,NA,NA,NA,NA,NA,NA,0.4,0,0.6,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.45401,0.20043,0.34556,113221,0
"509",509,541,33,"striped",132,0,231,5,0.303030303030303,"polka-dotted","texture",11.8630333333333,0.5,231,132,"solid","solid",0.75,123,0,"striped",2,0.545454545454546,"female",231,"striped",0.151515151515152,3,123,"solid",1,"circle","22b1",0.25,"polka-dotted","['cloud', 'circle', 'blue', 'red', 'green']",0.5,"22b1-2","polka-dotted",0.9,14421,0,3,1,"English","Female","I think I am terrible at these types of logic games. Ugh! ",52,"Yes",1,8,8,16,22,NA,NA,NA,0.30303,0.15152,0.54545,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.45401,0.20043,0.34556,0,0,0,122111,0
"513",513,545,34,"red",213,0.5,333,4,0,"blue","color",3.40916666666667,1,231,213,"blue","blue",0,231,1,"green",3,1,"male",333,"green",0,0,333,"red",0,"square","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0,"22b2b-2","red",1,27782,0,1,2,"English","Male","No comments, thank you!",24,"Yes",1,27,8,20,27,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,122122,0
"517",517,549,34,"circle",131,0,311,4,0.5,"square","shape",3.40916666666667,0.5,311,131,"cloud","cloud",0.65,112,0,"circle",1,0.5,"male",311,"circle",0,1,112,"cloud",1,"blue","22b2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",1,"22b2b-2","square",1,1010,0,1,2,"English","Male","No comments, thank you!",24,"Yes",3,3,3,7,10,0.5,0,0.5,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,212212,0
"521",521,553,34,"striped",232,0.5,223,3,1,"solid","texture",3.40916666666667,0,232,213,"solid","solid",1,223,2,"striped",2,0,"male",213,"polka-dotted",0,2,223,"polka-dotted",1,"circle","321",0,"polka-dotted","['circle', 'red', 'green']",1,"321-3","striped",0,17270,0,1,2,"English","Male","No comments, thank you!",24,"Yes",1,23,17,20,23,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,322111,0
"525",525,557,34,"circle",133,1,133,4,0.5,"circle","shape",3.40916666666667,0,213,323,"cloud","cloud",1,213,3,"cloud",1,0.5,"male",323,"square",0,3,133,"square",0.5,"green","311",0,"square","['solid', 'striped', 'polka-dotted', 'green']",1,"311-3","circle",1,22960,0,1,2,"English","Male","No comments, thank you!",24,"Yes",3,25,20,24,25,0.5,0,0.5,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,321111,0
"529",529,561,35,"red",132,0,132,4,0.285714285714286,"red","color",4.15328333333333,1,132,332,"blue","green",0.5,332,3,"green",3,0.285714285714286,"female",323,"blue",0.428571428571429,0,323,"blue",0.5,"polka-dotted","22a2b",0.75,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.5,"22a2b-2a","red",0.5,19222,0,2,2,"English","Female",NA,26,"Yes",2,16,16,18,24,NA,NA,NA,NA,NA,NA,0.28571,0.42857,0.28571,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0.5,0.25,0.25,212112,0
"533",533,565,35,"red",322,1,321,2,0.333333333333333,"red","color",4.15328333333333,0,321,322,"blue","blue",0.5,323,3,"blue",3,0.333333333333333,"female",321,"green",0.333333333333333,1,323,"green",0.5,"square","331",0.5,"green","['square', 'striped']",0.5,"331-3","red",0.5,18670,0,2,2,"English","Female",NA,26,"Yes",1,6,6,15,24,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.42952,0.28524,0.28524,323211,0
"537",537,569,35,"striped",112,0,121,4,0.303030303030303,"polka-dotted","texture",4.15328333333333,0.5,121,112,"solid","striped",0.5,121,3,"striped",2,0.303030303030303,"female",113,"solid",0.393939393939394,2,113,"solid",1,"cloud","321",0.65,"polka-dotted","['cloud', 'blue', 'red', 'green']",0.5,"321-2","polka-dotted",0.5,8550,0,2,2,"English","Female",NA,26,"Yes",1,4,4,10,19,NA,NA,NA,0.30303,0.39394,0.30303,NA,NA,NA,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.16634,0.25049,0.58317,0,0,0,321211,0
"541",541,573,35,"circle",233,1,131,3,0.393939393939394,"circle","shape",4.15328333333333,0,131,331,"cloud","cloud",0.65,131,2,"cloud",1,0.303030303030303,"female",331,"circle",0.303030303030303,3,233,"square",0.5,"blue","321",0.5,"square","['polka-dotted', 'blue', 'green']",0.65,"321-3","square",0.5,23340,0,2,2,"English","Female",NA,26,"Yes",3,7,7,9,26,0.39394,0.30303,0.30303,NA,NA,NA,NA,NA,NA,0.66667,0.33333,0,0,0,0,0,0,0,0.40062,0.33333,0.26605,0,0,0,0,0,0,213211,0
"545",545,577,36,"red",222,0.5,222,5,0.0476190476190476,"blue","color",7.26325,0,311,222,"blue","red",1,311,2,"red",3,0,"female",233,"blue",0.952380952380952,0,233,"green",1,"circle","211",1,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.05,"211-3","green",0,23802,0,3,2,"English","Female","Cool survey!",54,"Yes",1,14,3,14,26,NA,NA,NA,NA,NA,NA,0.04762,0.95238,0,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0.15895,0.76095,0.08011,211111,0
"549",549,581,36,"circle",222,0,222,5,0,"square","shape",7.26325,0.5,211,222,"cloud","circle",1,323,2,"circle",1,0,"female",211,"square",1,1,323,"cloud",1,"striped","22b1",0.9,"square","['solid', 'striped', 'blue', 'red', 'green']",0,"22b1-2","cloud",0,18500,0,3,2,"English","Female","Cool survey!",54,"Yes",2,14,2,14,24,0,1,0,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.57652,0.37042,0.05306,0,0,0,0,0,0,212211,0
"553",553,585,36,"circle",111,1,111,3,0.518518518518518,"square","shape",7.26325,0.5,111,311,"cloud","cloud",0.95,311,3,"cloud",1,0.111111111111111,"female",313,"circle",0.37037037037037,2,313,"circle",0,"blue","322b",0.5,"square","['solid', 'blue', 'green']",0.7,"322b-2","square",0.15,11410,0,3,2,"English","Female","Cool survey!",54,"Yes",3,1,1,3,21,0.51852,0.37037,0.11111,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,0.43787,0.50083,0.0613,0,0,0,0,0,0,213212,0
"557",557,589,36,"circle",312,0,312,4,0,"circle","shape",7.26325,1,312,122,"cloud","circle",0.85,232,2,"square",1,1,"female",122,"cloud",0,3,232,"cloud",0.5,"red","311",0,"square","['solid', 'striped', 'polka-dotted', 'red']",0,"311-3","square",0.95,6370,0,3,2,"English","Female","Cool survey!",54,"Yes",3,12,12,13,17,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0.08696,0.08696,0.82608,0,0,0,0,0,0,321111,0
"561",561,593,37,"red",212,0.5,212,4,0.324324324324324,"blue","color",8.89031666666667,1,111,311,"blue","green",0.85,111,2,"green",3,0.27027027027027,"male",311,"blue",0.405405405405405,0,212,"red",0,"circle","321",0.75,"green","['cloud', 'circle', 'square', 'solid']",0.6,"321-2","red",0.5,1211,0,-1,2,"English","Male",NA,35,"Yes",1,11,1,3,11,NA,NA,NA,NA,NA,NA,0.32432,0.40541,0.27027,0,0,0,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.33333,0.33333,113212,0
"565",565,597,37,"circle",321,0.5,223,3,0.441176470588235,"cloud","shape",8.89031666666667,0,321,123,"cloud","circle",0.9,223,3,"circle",1,0.117647058823529,"male",123,"square",0.441176470588235,1,223,"square",1,"green","321",0.75,"square","['striped', 'blue', 'green']",0.75,"321-3","cloud",0.2,17550,0,-1,2,"English","Male",NA,35,"Yes",3,23,6,22,23,0.44118,0.44118,0.11765,NA,NA,NA,NA,NA,NA,0,0.66667,0.33333,0,0,0,0,0,0,0.28121,0.38546,0.33333,0,0,0,0,0,0,213211,0
"569",569,601,37,"red",312,0,312,5,0.263157894736842,"green","color",8.89031666666667,0.5,312,213,"blue","blue",0.65,123,1,"red",3,0.368421052631579,"male",213,"green",0.368421052631579,2,123,"blue",1,"solid","22b1",0.7,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.5,"22b1-2","red",0.7,15122,0,-1,2,"English","Male",NA,35,"Yes",2,12,12,20,22,NA,NA,NA,NA,NA,NA,0.26316,0.36842,0.36842,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.49121,0.28401,0.22477,211211,0
"573",573,605,37,"striped",132,0,132,4,0.263157894736842,"striped","texture",8.89031666666667,1,121,322,"solid","striped",0.7,121,2,"polka-dotted",2,0.394736842105263,"male",322,"solid",0.342105263157895,3,132,"solid",0.5,"cloud","22b2b",0.65,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.5,"22b2b-2","polka-dotted",0.75,5491,0,-1,2,"English","Male",NA,35,"Yes",1,16,4,15,16,NA,NA,NA,0.26316,0.34211,0.39474,NA,NA,NA,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.49121,0.22477,0.28401,0,0,0,212212,0
