"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post_1","Post_2","Post_3","Post_4","Post_5","Post_6","Post_7","Post_8","Post_9","PostNotOpt_1","PostNotOpt_2","PostNotOpt_3","PostNotOpt_4","PostNotOpt_5","PostNotOpt_6","PostNotOpt_7","PostNotOpt_8","PostNotOpt_9","CCode","logLik"
"489",504,33,1387,14,"English","clouds",1,"circles",0,"squares",0,"solid things",0,"striped things",0,"polka-dotted things",1,131,233,332,"blue",113211,"False",3,1,2,7,26,18,1,0,0,0,0,1,NA,NA,NA,0.99342,0.00329,0.00329,0.33333,0.33333,0.33333,0.99342,0.00329,0.00329,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211,1.1052153337992
"490",505,33,2016,15,"English","solid things",0,"striped things",1,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,222,223,212,"circle",322122,"True",1,2,3,14,23,11,NA,NA,NA,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.0041,0.66257,0.33333,0.33333,0.66257,0.0041,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.66667,0,322122,0.823254511923201
"491",506,33,428,16,"English","clouds",1,"circles",0.5,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0,122,332,312,"red",321112,"True",3,1,2,13,18,12,0.66667,0.33333,0,0,1,0,NA,NA,NA,0.66563,0.33333,0.00104,0.00309,0.99383,0.00309,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,1,0,0.33333,0.33333,0.33333,321211,0.643742902287456
"492",507,33,1159,17,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0,"circles",0,"squares",1,321,121,311,"striped",212232,"True",2,3,1,6,4,3,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.00397,0.33333,0.6627,0.00437,0.6623,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213222,1.51004672779663
"493",508,33,1792,18,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,311,311,331,"blue",322132,"True",3,2,1,3,3,9,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.66257,0.33333,0.0041,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323221,1.51024000212799
"494",509,33,158,19,"English","clouds",0,"circles",1,"squares",0,"blue things",0.5,"red things",0.5,"green things",0.5,213,313,313,"solid",323212,"True",2,1,3,20,21,21,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66563,0.00104,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212,1.50563560709513
"495",510,33,176,20,"English","clouds",0.45,"circles",0.5,"squares",0.5,"solid things",0,"striped things",1,"polka-dotted things",0,223,233,233,"green",323212,"True",3,1,2,23,26,26,0.31034,0.34483,0.34483,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66563,0.00104,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,323212,1.50563560709513
"496",526,35,129,6,"English","solid things",0.4,"striped things",0.4,"polka-dotted things",0.65,"clouds",0.7,"circles",0.35,"squares",0.4,133,113,221,"green",212111,"True",3,2,1,25,19,5,0.48276,0.24138,0.27586,0.27586,0.27586,0.44828,NA,NA,NA,0.37266,0.29401,0.33333,0.29186,0.29199,0.41615,0.29401,0.33333,0.37266,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,212111,2.14740108927326
"497",527,35,320,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,133,123,313,"cloud",213211,"True",1,2,3,25,22,21,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.37266,0.33333,0.29401,0.29199,0.29186,0.41615,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,213211,2.21168678640546
"498",528,35,414,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,322,123,121,"striped",321112,"True",2,3,1,15,22,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.25611,0.33333,0.41056,0.33333,0.33333,0.33333,0.2919,0.4162,0.2919,0,0.33333,0.66667,0.33333,0.33333,0.33333,0,1,0,321211,2.2300943707505
"499",529,35,2231,9,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,112,312,212,"red",323211,"True",3,2,1,10,12,11,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.4162,0.2919,0.2919,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,2.21170503140352
"500",530,35,713,10,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,312,131,"red",212122,"True",3,1,2,18,12,7,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.29401,0.33333,0.37266,0.29387,0.33333,0.37279,0.29401,0.37266,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,212122,2.20660028582509
"501",531,35,2217,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.55,223,222,221,"striped",323211,"True",2,3,1,23,14,5,0.32258,0.32258,0.35484,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.2919,0.2919,0.4162,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,323211,2.21170503140352
"502",532,35,1422,12,"English","clouds",0.65,"circles",0.3,"squares",0.15,"solid things",0.5,"striped things",0.6,"polka-dotted things",0.5,123,133,313,"green",322111,"True",3,1,2,22,25,21,0.59091,0.27273,0.13636,0.3125,0.375,0.3125,NA,NA,NA,0.37275,0.33333,0.29392,0.2919,0.4162,0.2919,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,1,0,0.33333,0.33333,0.33333,322111,2.14804426666626
"503",533,35,2154,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,313,231,121,"green",121111,"False",3,2,1,21,8,4,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.29195,0.29195,0.41609,0.41609,0.29195,0.29195,0.2562,0.33333,0.41047,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.22611242171184
"504",534,35,642,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,222,322,111,"circle",112121,"False",1,2,3,14,15,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.29195,0.41609,0.29195,0.29396,0.3727,0.33333,0.29396,0.3727,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.20658929306503
"505",535,35,715,15,"English","blue things",0.5,"red things",0.7,"green things",0.5,"solid things",0.7,"striped things",0.5,"polka-dotted things",0.5,312,322,113,"square",212122,"True",1,3,2,12,15,19,NA,NA,NA,0.41176,0.29412,0.29412,0.29412,0.41176,0.29412,0.29401,0.33333,0.37266,0.37279,0.29387,0.33333,0.33333,0.37266,0.29401,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,212122,2.1792156230409
"506",536,35,2364,16,"English","blue things",0.2,"red things",0.6,"green things",0.35,"clouds",0.4,"circles",0.7,"squares",0.25,232,222,212,"polka-dotted",113232,"False",2,3,1,17,14,11,0.2963,0.51852,0.18519,NA,NA,NA,0.17391,0.52174,0.30435,0.33333,0.33333,0.33333,0.29195,0.29195,0.41609,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113232,2.19722457733622
"507",537,35,563,17,"English","blue things",0.2,"red things",0.25,"green things",0.6,"clouds",0.2,"circles",0.35,"squares",0.75,323,322,312,"striped",213212,"True",2,3,1,24,15,12,0.15385,0.26923,0.57692,NA,NA,NA,0.19048,0.2381,0.57143,0.33333,0.33333,0.33333,0.29401,0.37266,0.33333,0.33333,0.25615,0.41051,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,213212,2.14092139853725
"508",538,35,1136,18,"English","solid things",0.65,"striped things",0.2,"polka-dotted things",0.15,"blue things",0.3,"red things",0.7,"green things",0.35,112,123,123,"cloud",321212,"True",1,2,3,10,22,22,NA,NA,NA,0.65,0.2,0.15,0.22222,0.51852,0.25926,0.33333,0.33333,0.33333,0.41056,0.25611,0.33333,0.33333,0.41056,0.25611,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.66667,0,321212,2.07476837447728
"509",539,35,72,19,"English","solid things",0.4,"striped things",0.35,"polka-dotted things",0.6,"blue things",0.35,"red things",0.65,"green things",0.4,232,133,121,"circle",122111,"False",1,2,3,17,25,4,NA,NA,NA,0.2963,0.25926,0.44444,0.25,0.46429,0.28571,0.2562,0.41047,0.33333,0.33333,0.29396,0.3727,0.29195,0.41609,0.29195,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.14823841897231
"510",540,35,545,20,"English","blue things",0.4,"red things",0.6,"green things",0.05,"solid things",0.35,"striped things",0.65,"polka-dotted things",0.35,222,122,332,"circle",112132,"False",1,3,2,14,13,18,NA,NA,NA,0.25926,0.48148,0.25926,0.38095,0.57143,0.04762,0.29195,0.41609,0.29195,0.33333,0.3727,0.29396,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.17605849458234
"511",541,36,1850,6,"English","clouds",0,"circles",1,"squares",0,"blue things",0.65,"red things",0,"green things",0,221,211,113,"striped",122121,"False",2,1,3,5,2,19,0,1,0,NA,NA,NA,1,0,0,0.00167,0.66499,0.33333,0.00065,0.66601,0.33333,0.66499,0.33333,0.00167,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122121,0.815957973238227
"512",542,36,586,7,"English","clouds",0,"circles",0.6,"squares",0.75,"blue things",0,"red things",1,"green things",0,332,331,321,"polka-dotted",213212,"True",2,1,3,18,9,6,0,0.44444,0.55556,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.00174,0.66493,0.00063,0.66604,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,213212,1.50502120933135
"513",543,36,2091,8,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,311,323,332,"square",321111,"True",1,2,3,3,24,18,NA,NA,NA,1,0,0,1,0,0,0.33333,0.33333,0.33333,0.99758,0.00121,0.00121,0.99758,0.00121,0.00121,0.33333,0.33333,0.33333,1,0,0,1,0,0,321111,0.00483837373705555
"514",544,36,676,9,"English","clouds",0,"circles",0.8,"squares",0.6,"blue things",0,"red things",0,"green things",0.55,333,132,321,"polka-dotted",212211,"True",2,1,3,27,16,6,0,0.57143,0.42857,NA,NA,NA,0,0,1,0.00155,0.33333,0.66512,0.33333,0.00174,0.66493,0.00131,0.00121,0.99749,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.35714,0,0.64286,212211,0.805063132454393
"515",545,36,1132,10,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,213,133,133,"green",321212,"True",3,2,1,20,25,25,0,1,0,1,0,0,NA,NA,NA,0.00061,0.66606,0.33333,0.66606,0.33333,0.00061,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,321212,0.812746663634108
"516",546,36,1221,11,"English","blue things",0,"red things",0,"green things",0.8,"solid things",0,"striped things",1,"polka-dotted things",0,223,333,132,"circle",112112,"False",1,3,2,23,27,16,NA,NA,NA,0,1,0,0,0,1,0.00131,0.99739,0.00131,0.33333,0.66601,0.00065,0.33333,0.00167,0.66499,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112112,0.814425990311534
"517",547,36,101,12,"English","blue things",0,"red things",0,"green things",0.8,"clouds",0,"circles",0,"squares",0.8,323,123,231,"striped",212111,"True",2,3,1,24,22,8,0,0,1,NA,NA,NA,0,0,1,0.00121,0.00131,0.99749,0.33333,0.66493,0.00174,0.00174,0.33333,0.66493,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111,0.410594518004901
"518",548,36,1236,13,"English","clouds",0,"circles",0,"squares",0.75,"solid things",0.85,"striped things",0,"polka-dotted things",0,311,213,232,"blue",112112,"False",3,1,2,3,20,17,0,0,1,1,0,0,NA,NA,NA,0.33333,0.00065,0.66601,0.66499,0.33333,0.00167,0.99739,0.00131,0.00131,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112112,0.814425990311534
"519",549,36,1794,14,"English","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0.8,"polka-dotted things",0,321,321,311,"square",322132,"True",1,3,2,6,6,3,NA,NA,NA,0,1,0,1,0,0,0.33333,0.33333,0.33333,0.00161,0.66506,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,323221,1.50649327215025
"520",550,36,731,15,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,211,332,"blue",212122,"True",3,2,1,3,2,18,0,0,1,1,0,0,NA,NA,NA,0.33333,0.00155,0.66512,0.66493,0.33333,0.00174,0.66493,0.00174,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212122,0.815866988667474
"521",551,36,1615,16,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,332,323,"red",211112,"True",3,2,1,11,18,24,0,1,0,1,0,0,NA,NA,NA,0.33333,0.66604,0.00063,0.99749,0.00131,0.00121,0.33333,0.66493,0.00174,0.33333,0.66667,0,0.69231,0.30769,0,0.33333,0.33333,0.33333,211211,0.408926121212408
"522",552,36,1149,17,"English","blue things",1,"red things",0,"green things",0,"solid things",0.75,"striped things",0,"polka-dotted things",0,311,332,332,"square",321212,"True",1,3,2,3,18,18,NA,NA,NA,1,0,0,1,0,0,0.33333,0.33333,0.33333,0.66606,0.33333,0.00061,0.66606,0.00061,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.66667,0,0.33333,321212,0.812746663634108
"523",553,36,1379,18,"English","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,311,113,212,"blue",113211,"False",3,2,1,3,19,11,0,0,1,1,0,0,NA,NA,NA,0.00131,0.00131,0.99739,0.33333,0.33333,0.33333,0.99739,0.00131,0.00131,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113211,1.10122767960483
"524",554,36,296,19,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,212,132,213,"red",212222,"True",3,2,1,11,16,20,0,1,0,1,0,0,NA,NA,NA,0.00155,0.66512,0.33333,0.66512,0.33333,0.00155,0.33333,0.66493,0.00174,0,0.66667,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212222,0.815580702353722
"525",555,36,2329,20,"English","solid things",0,"striped things",0,"polka-dotted things",0.85,"blue things",1,"red things",0,"green things",0,131,231,231,"cloud",123232,"False",1,2,3,7,8,8,NA,NA,NA,0,0,1,1,0,0,0.66601,0.00065,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123232,2.19722457733622
"526",556,37,1611,6,"English","blue things",0.8,"red things",0.45,"green things",0.45,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,231,222,312,"circle",211112,"True",1,3,2,8,14,12,NA,NA,NA,0.28571,0.28571,0.42857,0.47059,0.26471,0.26471,0.33333,0.38105,0.28562,0.27776,0.27451,0.44773,0.42398,0.24269,0.33333,0.33333,0.33333,0.33333,0.30769,0,0.69231,0.66667,0,0.33333,211211,2.14917175938873
"527",557,37,221,7,"English","solid things",0.45,"striped things",0.4,"polka-dotted things",0.85,"clouds",0.5,"circles",0.45,"squares",0.85,333,333,231,"green",212132,"False",3,2,1,27,27,8,0.27778,0.25,0.47222,0.26471,0.23529,0.5,NA,NA,NA,0.33333,0.28563,0.38104,0.33333,0.33333,0.33333,0.28563,0.33333,0.38104,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.17267509623246
"528",558,37,223,8,"English","clouds",0.5,"circles",0.75,"squares",0.45,"solid things",0.6,"striped things",0.5,"polka-dotted things",0.5,212,212,113,"red",212132,"False",3,1,2,11,11,19,0.29412,0.44118,0.26471,0.375,0.3125,0.3125,NA,NA,NA,0.28563,0.38104,0.33333,0.33333,0.33333,0.33333,0.33333,0.38104,0.28563,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.18364129848776
"529",559,37,483,9,"English","solid things",0.55,"striped things",0.4,"polka-dotted things",0.4,"blue things",0.35,"red things",0.8,"green things",0.4,112,131,223,"cloud",211111,"True",1,2,3,10,7,23,NA,NA,NA,0.40741,0.2963,0.2963,0.22581,0.51613,0.25806,0.38105,0.28562,0.33333,0.44772,0.27777,0.27452,0.27452,0.44772,0.27777,0.33333,0.33333,0.33333,0.66667,0.33333,0,0,0.66667,0.33333,211111,2.12721553144449
"530",560,37,259,10,"English","clouds",0.65,"circles",0.45,"squares",0.5,"solid things",0.55,"striped things",0.4,"polka-dotted things",0.4,113,233,112,"green",212222,"True",3,1,2,19,26,10,0.40625,0.28125,0.3125,0.40741,0.2963,0.2963,NA,NA,NA,0.38424,0.28243,0.33333,0.38424,0.33333,0.28243,0.33333,0.28561,0.38105,0.66667,0,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,212222,2.17729753282146
"531",561,37,664,11,"English","solid things",0.6,"striped things",0.4,"polka-dotted things",0.5,"blue things",0.7,"red things",0.4,"green things",0.35,211,223,112,"circle",212211,"True",1,2,3,2,23,10,NA,NA,NA,0.4,0.26667,0.33333,0.48276,0.27586,0.24138,0.28562,0.38105,0.33333,0.38425,0.28242,0.33333,0.44771,0.27776,0.27452,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.64286,0.35714,0,212211,2.13931213958486
"532",562,37,1947,12,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.5,"red things",0.65,"green things",0.35,222,113,313,"circle",111212,"False",1,2,3,14,19,21,NA,NA,NA,0.30303,0.39394,0.30303,0.33333,0.43333,0.23333,0.27688,0.44624,0.27688,0.24373,0.42294,0.33333,0.33333,0.42294,0.24373,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,2.16819352844229
"533",563,37,54,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.85,"clouds",0.5,"circles",0.7,"squares",0.5,233,132,322,"green",122111,"False",3,2,1,26,16,15,0.29412,0.41176,0.29412,0.27027,0.27027,0.45946,NA,NA,NA,0.27688,0.44622,0.27689,0.33333,0.28457,0.38209,0.33333,0.24374,0.42293,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.1662745395326
"534",564,37,1579,14,"English","solid things",0.5,"striped things",0.65,"polka-dotted things",0.45,"blue things",0.5,"red things",0.5,"green things",0.75,323,323,332,"square",322121,"True",1,2,3,24,24,18,NA,NA,NA,0.3125,0.40625,0.28125,0.28571,0.28571,0.42857,0.33333,0.33333,0.33333,0.33333,0.38317,0.2835,0.33333,0.2835,0.38317,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,322121,2.17272002179534
"535",565,37,765,15,"English","blue things",0.65,"red things",0.4,"green things",0.5,"solid things",0.7,"striped things",0.5,"polka-dotted things",0.5,311,322,122,"square",211212,"True",1,3,2,3,15,13,NA,NA,NA,0.41176,0.29412,0.29412,0.41935,0.25806,0.32258,0.28561,0.33333,0.38105,0.42399,0.24268,0.33333,0.42399,0.24268,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.66667,0,0.33333,211212,2.17255373460683
"536",566,37,351,16,"English","blue things",0.5,"red things",0.65,"green things",0.4,"solid things",0.5,"striped things",0.7,"polka-dotted things",0.5,222,122,123,"circle",122132,"False",1,3,2,14,13,22,NA,NA,NA,0.29412,0.41176,0.29412,0.32258,0.41935,0.25806,0.24374,0.42293,0.33333,0.33333,0.33333,0.33333,0.33333,0.38209,0.28457,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123221,2.18078707958512
"537",567,37,2217,17,"English","clouds",0.5,"circles",0.6,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.65,223,222,221,"striped",323211,"True",2,1,3,23,14,5,0.3125,0.375,0.3125,NA,NA,NA,0.30303,0.30303,0.39394,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.27541,0.27541,0.44918,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,1,323211,2.19540533425163
"538",568,37,477,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.75,"clouds",0.35,"circles",0.4,"squares",0.65,333,123,211,"green",211111,"True",3,2,1,27,22,2,0.25,0.28571,0.46429,0.28571,0.28571,0.42857,NA,NA,NA,0.27452,0.27777,0.44772,0.27777,0.27452,0.44772,0.28562,0.33333,0.38105,0,0.33333,0.66667,0.33333,0,0.66667,0.33333,0.33333,0.33333,211111,2.14202144989499
"539",569,37,2069,19,"English","blue things",0.5,"red things",0.65,"green things",0.45,"clouds",0.65,"circles",0.45,"squares",0.35,132,231,333,"polka-dotted",321111,"True",2,3,1,16,8,27,0.44828,0.31034,0.24138,NA,NA,NA,0.3125,0.40625,0.28125,0.44918,0.27541,0.27541,0.33333,0.33333,0.33333,0.27541,0.44918,0.27541,1,0,0,0.33333,0.33333,0.33333,0,1,0,321111,2.16098583420919
"540",570,37,746,20,"English","blue things",0.5,"red things",0.5,"green things",0.7,"clouds",0.65,"circles",0.5,"squares",0.4,123,323,132,"striped",212122,"True",2,3,1,22,24,16,0.41935,0.32258,0.25806,NA,NA,NA,0.29412,0.29412,0.41176,0.38425,0.33333,0.28242,0.33333,0.38104,0.28562,0.33333,0.28562,0.38104,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212122,2.17074035835162
"541",571,38,614,6,"English","clouds",0.5,"circles",0.65,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.6,233,231,312,"green",112121,"False",3,1,2,26,8,12,0.30303,0.39394,0.30303,0.3125,0.3125,0.375,NA,NA,NA,0.33333,0.3415,0.32516,0.32516,0.33333,0.3415,0.32261,0.32406,0.35333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112121,2.19388029180987
"542",572,38,167,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.35,"clouds",0.5,"circles",0.5,"squares",0.5,111,131,131,"blue",323212,"True",3,2,1,1,7,7,0.33333,0.33333,0.33333,0.37037,0.37037,0.25926,NA,NA,NA,0.33333,0.33333,0.33333,0.40122,0.33333,0.26545,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,323212,2.18761107058463
"543",573,38,1409,8,"English","clouds",0.5,"circles",0.5,"squares",0.8,"blue things",0.5,"red things",0.6,"green things",0.5,322,122,221,"striped",322111,"True",2,1,3,15,13,5,0.27778,0.27778,0.44444,NA,NA,NA,0.3125,0.375,0.3125,0.28546,0.28821,0.42634,0.33333,0.33333,0.33333,0.29828,0.36838,0.33333,0,0,1,0.33333,0.33333,0.33333,0,0.66667,0.33333,322111,2.16855568245287
"544",574,38,584,9,"English","clouds",0.45,"circles",0.65,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,211,111,131,"solid",213212,"True",2,1,3,2,1,7,0.28125,0.40625,0.3125,NA,NA,NA,0.33333,0.33333,0.33333,0.28011,0.38656,0.33333,0.33837,0.33333,0.3283,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,2.18597079018625
"545",575,38,805,10,"English","blue things",0.5,"red things",0.55,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,222,323,131,"circle",112111,"False",1,3,2,14,24,7,NA,NA,NA,0.33333,0.33333,0.33333,0.32258,0.35484,0.32258,0.32341,0.35389,0.32271,0.33333,0.34201,0.32465,0.32341,0.35389,0.32271,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112111,2.19642303215149
"546",576,38,1993,11,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,122,122,122,"cloud",323232,"False",1,2,3,13,13,13,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"547",577,38,571,12,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.7,"green things",0.5,112,111,311,"cloud",213212,"True",1,2,3,10,1,3,NA,NA,NA,0.33333,0.33333,0.33333,0.29412,0.41176,0.29412,0.33837,0.33333,0.3283,0.33333,0.33333,0.33333,0.28011,0.38656,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,213212,2.18739244407249
"548",578,38,1738,13,"English","clouds",0.5,"circles",0.5,"squares",0.65,"blue things",0.5,"red things",0.5,"green things",0.5,313,113,121,"solid",212112,"True",2,1,3,21,19,4,0.30303,0.30303,0.39394,NA,NA,NA,0.33333,0.33333,0.33333,0.28037,0.33333,0.3863,0.33807,0.32859,0.33333,0.32859,0.33333,0.33807,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212112,2.19163500496489
"549",579,38,338,14,"English","clouds",0.5,"circles",0.5,"squares",0.7,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,312,112,213,"red",213211,"True",3,1,2,12,10,20,0.29412,0.29412,0.41176,0.33333,0.33333,0.33333,NA,NA,NA,0.26997,0.32684,0.4032,0.33333,0.33333,0.33333,0.33333,0.33823,0.32843,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213211,2.18667555220399
