"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik","FeatTypeOrder.1","FeatTypeOrder.2","FeatTypeOrder.3","FeatValueOrders.1","FeatValueOrders.2","FeatValueOrders.3","FeatValueOrders.4","FeatValueOrders.5","FeatValueOrders.6","FeatValueOrders.7","FeatValueOrders.8","FeatValueOrders.9"
"596", 596, 626,41,  61,16,"english","blue things",0.00,"red things",1.00,"green things",0.00,"clouds",1.00,"circles",0.00,"squares",0.00,122,232,333,"striped",122111,FALSE,2,3,1,13,17,27,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.9827198,0.017280173,NA,0.9678402,0.032159839,NA,0.9660200,0.016990000,0.016990000,122111,0,2,3,1,1,2,0,1,2,0,0,1,2
"597", 597, 627,41, 881,17,"english","clouds",1.00,"circles",0.50,"squares",0.00,"blue things",0.00,"red things",1.00,"green things",0.00,132,121,212,"polka-dotted",112122,FALSE,2,1,3,16, 4,11,NA,NA,NA,0.6666700,0.33333000,NA,1.0000000,0.00000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.9660200,0.016990000,0.016990000,0.9678402,0.032159839,NA,0.9678402,0.032159839,NA,112122,0,2,1,3,2,1,0,0,1,2,1,0,2
"598", 598, 628,41,2008,18,"english","blue things",0.50,"red things",0.00,"green things",0.00,"solid things",0.00,"striped things",0.00,"polka-dotted things",1.00,131,132,111,"cloud",322122, TRUE,1,3,2, 7,16, 1,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9691452,0.030854846,NA,0.9691452,0.030854846,NA,322122,0,1,2,3,0,1,2,2,0,1,0,1,2
"599", 599, 629,41,2208,19,"english","clouds",0.00,"circles",0.50,"squares",0.00,"blue things",1.00,"red things",0.00,"green things",0.00,211,212,213,"solid",323211, TRUE,2,1,3, 2,11,20,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.9686603,0.015669843,0.015669843,323211,0,2,1,3,0,1,2,1,0,2,0,1,2
"600", 600, 630,41,2048,20,"english","solid things",0.70,"striped things",0.00,"polka-dotted things",0.00,"blue things",1.00,"red things",0.00,"green things",0.00,311,312,321,"square",322122, TRUE,1,2,3, 3,12, 6,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9691452,0.030854846,NA,0.9691452,0.030854846,NA,322122,0,1,2,3,2,0,1,0,1,2,0,1,2
"601", 601, 646,43,2152, 6,"English","clouds",0.05,"circles",0.70,"squares",0.00,"solid things",0.65,"striped things",0.00,"polka-dotted things",0.00,211,333,123,"blue",121111,FALSE,3,1,2, 2,27,22,NA,NA,NA,1.0000000,0.00000000,0.00000000,0.9333300,0.00000000,0.06667000,0.5000000,0.5000000,NA,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.3333333,0.9789101,0.021089895,NA,0.9586996,0.020650207,0.020650207,0.9586996,0.020650207,0.020650207,121111,0,3,2,1,0,2,1,0,2,1,1,2,0
"602", 602, 647,43,1135, 7,"English","solid things",0.75,"striped things",0.00,"polka-dotted things",0.00,"clouds",0.00,"circles",0.00,"squares",0.80,312,222,222,"red",321212, TRUE,3,2,1,12,14,14,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9789101,0.021089895,NA,0.9789101,0.021089895,NA,321212,0,3,2,1,1,0,2,0,1,2,2,1,0
"603", 603, 648,43,1210, 8,"English","solid things",0.00,"striped things",0.80,"polka-dotted things",0.00,"clouds",0.00,"circles",0.85,"squares",0.00,222,123,131,"red",112112,FALSE,3,2,1,14,22, 7,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.9586996,0.020650207,0.020650207,0.9595302,0.040469798,NA,0.9789101,0.021089895,NA,112112,0,3,2,1,1,2,0,1,2,0,1,0,2
"604", 604, 649,43,2010, 9,"English","blue things",0.00,"red things",0.00,"green things",1.00,"clouds",0.00,"circles",0.00,"squares",0.75,313,312,213,"solid",322122, TRUE,2,3,1,21,12,20,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9595302,0.040469798,NA,0.9595302,0.040469798,NA,322122,0,2,1,3,0,1,2,2,1,0,2,1,0
"605", 605, 650,43, 184,10,"English","solid things",0.85,"striped things",0.00,"polka-dotted things",0.00,"blue things",0.00,"red things",0.00,"green things",0.95,113,123,123,"cloud",323212, TRUE,1,2,3,19,22,22,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9789101,0.021089895,NA,323212,0,1,3,2,0,1,2,2,0,1,0,1,2
"606", 606, 651,43, 308,11,"English","clouds",0.00,"circles",0.00,"squares",1.00,"solid things",0.00,"striped things",0.00,"polka-dotted things",1.00,332,232,131,"red",213211, TRUE,3,1,2,18,17, 7,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.9595302,0.040469798,NA,1.0000000,NA,NA,0.9587000,0.020650000,0.020650000,213211,0,3,2,1,1,0,2,2,0,1,2,1,0
"607", 607, 652,43,1136,12,"English","solid things",1.00,"striped things",0.00,"polka-dotted things",0.00,"blue things",0.00,"red things",1.00,"green things",0.00,112,123,123,"cloud",321212, TRUE,1,2,3,10,22,22,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9789101,0.021089895,NA,0.9789101,0.021089895,NA,321212,0,1,2,3,0,1,2,0,1,2,1,2,0
"608", 608, 653,43,2072,13,"English","clouds",0.00,"circles",0.00,"squares",1.00,"solid things",0.00,"striped things",0.95,"polka-dotted things",0.00,322,112,232,"red",321111, TRUE,3,1,2,15,10,17,NA,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9587000,0.020650000,0.020650000,0.9587000,0.020650000,0.020650000,321111,0,3,2,1,1,0,2,1,0,2,2,0,1
"609", 609, 654,43,1422,14,"English","solid things",0.00,"striped things",1.00,"polka-dotted things",0.00,"clouds",0.80,"circles",0.00,"squares",0.00,123,133,313,"green",322111, TRUE,3,2,1,22,25,21,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9595302,0.040469798,NA,0.9587000,0.020650000,0.020650000,322111,0,3,1,2,2,0,1,0,2,1,1,2,0
"610", 610, 655,43, 867,15,"English","clouds",0.00,"circles",0.80,"squares",0.00,"blue things",0.00,"red things",0.00,"green things",0.80,233,211,123,"polka-dotted",112122,FALSE,2,1,3,26, 2,22,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.9586996,0.020650207,0.020650207,0.9595302,0.040469798,NA,0.9595302,0.040469798,NA,112122,0,2,1,3,2,0,1,1,0,2,2,0,1
"611", 611, 656,43,1855,16,"English","blue things",0.00,"red things",0.00,"green things",0.75,"clouds",0.00,"circles",0.00,"squares",1.00,313,332,332,"solid",123212,FALSE,2,3,1,21,18,18,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.9789101,0.021089895,NA,1.0000000,NA,NA,0.9789101,0.021089895,NA,123212,0,2,1,3,0,2,1,2,0,1,2,1,0
"612", 612, 657,43,1233,17,"English","blue things",0.00,"red things",1.00,"green things",0.00,"clouds",0.00,"circles",0.80,"squares",0.00,222,231,311,"striped",112112,FALSE,2,3,1,14, 8, 3,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.9586996,0.020650207,0.020650207,0.9595302,0.040469798,NA,0.9789101,0.021089895,NA,112112,0,2,1,3,1,2,0,1,2,0,1,0,2
"613", 613, 658,43,1783,18,"English","clouds",0.00,"circles",0.00,"squares",0.80,"solid things",0.80,"striped things",0.15,"polka-dotted things",0.00,311,311,321,"blue",322132, TRUE,3,1,2, 3, 3, 6,NA,NA,NA,1.0000000,NA,NA,0.8421100,0.15789000,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.9595302,0.040469798,NA,323221,0,3,1,2,0,1,2,2,0,1,0,1,2
"614", 614, 659,43,2201,19,"English","solid things",0.00,"striped things",0.75,"polka-dotted things",0.00,"clouds",0.20,"circles",0.20,"squares",0.80,321,221,121,"blue",323211, TRUE,3,2,1, 6, 5, 4,NA,NA,NA,1.0000000,NA,NA,0.6666633,0.16666833,0.16666833,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.9587000,0.020650000,0.020650000,323211,0,3,2,1,0,1,2,1,0,2,2,1,0
"615", 615, 660,43,2244,20,"English","clouds",0.00,"circles",0.00,"squares",0.85,"solid things",0.85,"striped things",0.15,"polka-dotted things",0.15,313,333,323,"green",323211, TRUE,3,1,2,21,27,24,NA,NA,NA,1.0000000,NA,NA,0.7391374,0.13043130,0.13043130,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.9587000,0.020650000,0.020650000,323211,0,3,1,2,2,0,1,2,0,1,0,2,1
"616", 616, 661,44,2227, 6,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.05,"circles",0.90,"squares",0.05,231,131,331,"blue",323211, TRUE,3,2,1, 8, 7, 9,NA,NA,NA,1.0000000,NA,NA,0.9000000,0.05000000,0.05000000,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.9828602,0.008569914,0.008569914,323211,0,3,2,1,0,1,2,2,0,1,1,0,2
"617", 617, 662,44, 204, 7,"English","clouds",0.00,"circles",0.50,"squares",0.95,"blue things",0.50,"red things",0.50,"green things",0.50,331,331,111,"polka-dotted",212132,FALSE,2,1,3, 9, 9, 1,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.5193202,0.480679807,NA,1.0000000,NA,NA,0.5193202,0.480679807,NA,213221,0,2,3,1,2,0,1,0,1,2,2,0,1
"618", 618, 663,44,1371, 8,"English","blue things",0.50,"red things",0.50,"green things",0.50,"clouds",0.50,"circles",0.50,"squares",0.50,212,332,122,"solid",113211,FALSE,2,3,1,11,18,13,NA,NA,NA,1.0000000,NA,NA,0.3333333,0.33333333,0.33333333,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.3333333,0.3333333,0.3333333,0.3675200,0.316240000,0.316240000,1.0000000,NA,NA,0.3675200,0.316240000,0.316240000,113211,0,2,3,1,0,2,1,1,0,2,1,2,0
"619", 619, 664,44,2026, 9,"English","solid things",0.50,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.50,"red things",0.00,"green things",0.95,123,122,133,"cloud",322122, TRUE,1,2,3,22,13,25,NA,NA,NA,0.9500045,0.04999550,NA,1.0000000,0.00000000,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.9830198,0.016980170,NA,0.9830198,0.016980170,NA,322122,0,1,2,3,0,1,2,1,2,0,2,1,0
"620", 620, 665,44, 921,10,"English","blue things",0.50,"red things",0.50,"green things",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,332,332,121,"square",212121,FALSE,1,3,2,18,18, 4,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5193202,0.480679807,NA,0.5193202,0.480679807,NA,0.5193202,0.480679807,NA,212121,0,1,2,3,2,0,1,2,1,0,1,0,2
"621", 621, 666,44, 686,11,"English","blue things",0.95,"red things",0.00,"green things",0.50,"solid things",0.00,"striped things",0.50,"polka-dotted things",0.95,231,212,133,"circle",212211, TRUE,1,3,2, 8,11,25,NA,NA,NA,1.0000000,0.00000000,NA,0.6551700,0.00000000,0.34483000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5193202,0.480679807,NA,0.9912700,0.008729956,NA,0.6777100,0.005910000,0.316380000,212211,0,1,2,3,1,0,2,2,0,1,0,1,2
"622", 622, 667,44,2217,12,"English","clouds",0.50,"circles",0.50,"squares",0.50,"blue things",0.00,"red things",0.00,"green things",0.95,223,222,221,"striped",323211, TRUE,2,1,3,23,14, 5,NA,NA,NA,1.0000000,NA,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.9828602,0.008569914,0.008569914,323211,0,2,1,3,1,0,2,1,0,2,2,1,0
"623", 623, 668,44,1333,13,"English","clouds",0.50,"circles",0.50,"squares",0.50,"solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,311,332,112,"blue",122122,FALSE,3,1,2, 3,18,10,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5375004,0.462499625,NA,0.5371473,0.462852686,NA,0.5371473,0.462852686,NA,122122,0,3,2,1,0,1,2,0,2,1,2,0,1
"624", 624, 669,44,1207,14,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,223,133,331,"circle",112112,FALSE,1,2,3,23,25, 9,NA,NA,NA,0.5000000,0.50000000,NA,0.5000000,0.50000000,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.3675200,0.316240000,0.316240000,0.5371473,0.462852686,NA,0.5375004,0.462499625,NA,112112,0,1,3,2,1,0,2,2,0,1,1,2,0
"625", 625, 670,44, 336,15,"English","clouds",0.00,"circles",0.95,"squares",0.50,"blue things",0.50,"red things",0.50,"green things",0.50,221,121,331,"striped",213211, TRUE,2,1,3, 5, 4, 9,NA,NA,NA,1.0000000,NA,NA,0.6551700,0.00000000,0.34483000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5193202,0.480679807,NA,1.0000000,NA,NA,0.6777100,0.005910000,0.316380000,213211,0,2,3,1,1,2,0,0,1,2,1,0,2
"626", 626, 671,44,1633,16,"English","clouds",0.50,"circles",0.00,"squares",0.95,"blue things",0.00,"red things",0.95,"green things",0.50,312,211,223,"solid",211112, TRUE,2,1,3,12, 2,23,NA,NA,NA,1.0000000,0.00000000,NA,0.6551700,0.00000000,0.34483000,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.6666700,0.0000000,0.3333300,0.5193202,0.480679807,NA,0.9831701,0.016829916,NA,0.6777100,0.005910000,0.316380000,211211,0,2,1,3,0,1,2,2,1,0,1,0,2
"627", 627, 672,44, 252,17,"English","blue things",1.00,"red things",0.00,"green things",0.50,"clouds",0.00,"circles",1.00,"squares",0.50,221,122,231,"striped",212222, TRUE,2,3,1, 5,13, 8,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.5193202,0.480679807,NA,0.9912700,0.008729956,NA,0.9912700,0.008729956,NA,212222,0,2,1,3,1,2,0,1,0,2,0,1,2
"628", 628, 673,44,2064,18,"English","solid things",0.00,"striped things",0.05,"polka-dotted things",0.95,"clouds",0.00,"circles",1.00,"squares",0.00,231,321,111,"blue",321111, TRUE,3,2,1, 8, 6, 1,NA,NA,NA,0.9500000,0.05000000,0.00000000,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9828602,0.008569914,0.008569914,0.9828602,0.008569914,0.008569914,321111,0,3,2,1,0,1,2,2,1,0,1,2,0
"629", 629, 674,44, 332,19,"English","solid things",0.50,"striped things",0.50,"polka-dotted things",0.50,"clouds",0.00,"circles",0.95,"squares",0.50,233,133,332,"green",213211, TRUE,3,2,1,26,25,18,NA,NA,NA,1.0000000,NA,NA,0.6551700,0.00000000,0.34483000,0.5000000,0.5000000,NA,1.0000000,NA,NA,0.6666700,0.0000000,0.3333300,0.5193202,0.480679807,NA,1.0000000,NA,NA,0.6777100,0.005910000,0.316380000,213211,0,3,2,1,2,1,0,2,0,1,1,0,2
"630", 630, 675,44,1436,20,"English","blue things",0.95,"red things",0.00,"green things",0.00,"solid things",0.00,"striped things",0.50,"polka-dotted things",0.95,231,233,212,"circle",322111, TRUE,1,3,2, 8,26,11,NA,NA,NA,1.0000000,0.00000000,NA,1.0000000,0.00000000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.9830198,0.016980170,NA,0.9828602,0.008569914,0.008569914,322111,0,1,2,3,1,0,2,2,0,1,0,2,1
"631", 631, 676,45, 150, 6,"english","clouds",0.00,"circles",0.05,"squares",0.90,"blue things",0.85,"red things",0.25,"green things",0.15,311,211,133,"solid",212111, TRUE,2,1,3, 3, 2,25,NA,NA,NA,0.8500000,0.15000000,NA,0.9473700,0.05263000,0.00000000,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.7854411,0.214558927,NA,0.7854411,0.214558927,NA,0.7596900,0.120140000,0.120170000,212111,0,2,3,1,0,2,1,0,2,1,2,1,0
"632", 632, 677,45,1805, 7,"english","clouds",0.10,"circles",0.85,"squares",0.10,"blue things",0.90,"red things",0.15,"green things",0.10,211,231,133,"solid",122121,FALSE,2,1,3, 2, 8,25,NA,NA,NA,0.8947345,0.10526548,NA,0.8999966,0.10000345,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.8634257,0.136574317,NA,0.7854679,0.214532145,NA,0.7854679,0.214532145,NA,122121,0,2,1,3,0,2,1,1,0,2,0,2,1
"633", 633, 678,45,1423, 8,"english","clouds",0.85,"circles",0.55,"squares",0.25,"solid things",0.95,"striped things",0.15,"polka-dotted things",1.00,133,233,313,"green",322111, TRUE,3,1,2,25,26,21,NA,NA,NA,0.5128208,0.48717921,NA,0.5151500,0.33333000,0.15152000,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.7854861,0.214513927,NA,0.7597176,0.120141201,0.120141201,322111,0,3,2,1,2,0,1,2,0,1,0,1,2
"634", 634, 679,45, 117, 9,"english","solid things",0.75,"striped things",0.15,"polka-dotted things",1.00,"blue things",0.05,"red things",1.00,"green things",0.00,332,312,221,"square",212111, TRUE,1,2,3,18,12, 5,NA,NA,NA,0.9523800,0.04762000,NA,0.5263147,0.39473605,0.07894921,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.6666700,0.0000000,0.3333300,0.7854411,0.214558927,NA,0.7854411,0.214558927,NA,0.7596900,0.120140000,0.120170000,212111,0,1,3,2,2,1,0,1,0,2,2,0,1
"635", 635, 680,45,1955,10,"english","blue things",0.15,"red things",1.00,"green things",0.20,"solid things",0.85,"striped things",0.95,"polka-dotted things",0.10,322,322,322,"square",323232,FALSE,1,3,2,15,15,15,NA,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,NA,NA,323232,0,1,2,3,2,0,1,1,0,2,1,0,2
"636", 636, 681,45,1747,11,"english","blue things",0.05,"red things",0.85,"green things",0.20,"solid things",0.80,"striped things",0.10,"polka-dotted things",0.80,132,131,211,"cloud",212112, TRUE,1,3,2,16, 7, 2,NA,NA,NA,0.5000000,0.50000000,NA,0.9444499,0.05555012,NA,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,0.7854411,0.214558927,NA,0.7854411,0.214558927,NA,0.8634407,0.136559317,NA,212112,0,1,2,3,0,1,2,2,0,1,1,0,2
"637", 637, 682,45,2067,12,"english","solid things",0.90,"striped things",0.10,"polka-dotted things",0.15,"clouds",0.15,"circles",0.00,"squares",0.95,312,132,222,"red",321111, TRUE,3,2,1,12,16,14,NA,NA,NA,0.7826100,0.13043000,0.08696000,0.8636400,0.13636000,0.00000000,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,0.7597176,0.120141201,0.120141201,0.7597176,0.120141201,0.120141201,321111,0,3,2,1,1,0,2,0,2,1,2,0,1
"638", 638, 683,45, 519,13,"english","blue things",0.00,"red things",0.05,"green things",0.90,"clouds",0.10,"circles",0.85,"squares",0.15,213,223,133,"solid",112132,FALSE,2,3,1,20,23,25,NA,NA,NA,1.0000000,NA,NA,0.8947362,0.10526377,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.7596776,0.120161202,0.120161202,1.0000000,NA,NA,0.7854679,0.214532145,NA,113221,0,2,3,1,0,1,2,2,0,1,1,0,2
"639", 639, 684,45,2242,14,"english","blue things",0.95,"red things",0.05,"green things",0.05,"solid things",0.75,"striped things",0.90,"polka-dotted things",0.20,121,111,131,"cloud",323211, TRUE,1,3,2, 4, 1, 7,NA,NA,NA,1.0000000,NA,NA,0.4864851,0.40540595,0.10810892,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,0.0000000,1.0000000,NA,NA,1.0000000,NA,NA,0.7597176,0.120141201,0.120141201,323211,0,1,3,2,0,1,2,0,1,2,1,0,2
"640", 640, 685,45,1551,15,"english","clouds",0.25,"circles",0.90,"squares",0.10,"blue things",0.95,"red things",0.10,"green things",0.15,221,221,123,"striped",322121, TRUE,2,1,3, 5, 5,22,NA,NA,NA,0.7826087,0.21739130,NA,0.8636369,0.13636314,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.7854861,0.214513927,NA,0.7854861,0.214513927,NA,322121,0,2,1,3,1,0,2,1,0,2,0,2,1
"641", 641, 686,45,1080,16,"english","blue things",0.85,"red things",0.05,"green things",0.05,"solid things",0.80,"striped things",0.05,"polka-dotted things",0.05,211,331,131,"circle",113212,FALSE,1,3,2, 2, 9, 7,NA,NA,NA,1.0000000,NA,NA,0.9411721,0.05882789,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.7596776,0.120161202,0.120161202,1.0000000,NA,NA,0.8634257,0.136574317,NA,113212,0,1,3,2,1,2,0,0,1,2,0,2,1
"642", 642, 687,45, 189,17,"english","solid things",0.90,"striped things",0.05,"polka-dotted things",0.95,"clouds",0.95,"circles",0.40,"squares",0.00,131,121,121,"blue",323212, TRUE,3,2,1, 7, 4, 4,NA,NA,NA,1.0000000,NA,NA,0.9499924,0.05000760,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.8634536,0.136546365,NA,323212,0,3,1,2,0,1,2,0,1,2,2,1,0
"643", 643, 688,45, 877,18,"english","blue things",0.05,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.85,"squares",0.15,213,231,323,"solid",112122,FALSE,2,3,1,20, 8,24,NA,NA,NA,0.8499968,0.15000315,NA,0.9499989,0.05000105,NA,0.3333333,0.3333333,0.3333333,0.5000000,0.5000000,NA,0.5000000,0.5000000,NA,0.7596776,0.120161202,0.120161202,0.7854679,0.214532145,NA,0.7854679,0.214532145,NA,112122,0,2,1,3,0,2,1,1,2,0,2,0,1
"644", 644, 689,45, 756,19,"english","solid things",0.05,"striped things",0.95,"polka-dotted things",0.20,"clouds",0.10,"circles",0.80,"squares",0.25,222,332,333,"red",211212, TRUE,3,2,1,14,18,27,NA,NA,NA,0.8260847,0.17391531,NA,0.7619053,0.23809472,NA,0.5000000,0.5000000,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,0.7854411,0.214558927,NA,0.8634407,0.136559317,NA,0.8634407,0.136559317,NA,211212,0,3,2,1,1,2,0,1,2,0,1,2,0
"645", 645, 690,45,1139,20,"english","blue things",0.10,"red things",0.80,"green things",0.15,"solid things",0.90,"striped things",0.10,"polka-dotted things",0.10,312,321,321,"square",321212, TRUE,1,3,2,12, 6, 6,NA,NA,NA,0.8999989,0.10000110,NA,0.8888863,0.11111370,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,0.8634536,0.136546365,NA,0.8634536,0.136546365,NA,321212,0,1,2,3,2,0,1,0,1,2,1,0,2
"646", 646, 691,46,1800, 6,"english","solid things",0.35,"striped things",0.35,"polka-dotted things",0.75,"blue things",0.35,"red things",0.75,"green things",0.45,232,232,212,"circle",322132, TRUE,1,2,3,17,17,11,NA,NA,NA,1.0000000,NA,NA,0.6818170,0.31818302,NA,1.0000000,NA,NA,1.0000000,NA,NA,1.0000000,0.0000000,NA,1.0000000,NA,NA,1.0000000,NA,NA,0.6020670,0.397933010,NA,323221,0,1,3,2,1,0,2,1,0,2,2,0,1
"647", 647, 692,46,1057, 7,"english","solid things",0.35,"striped things",0.65,"polka-dotted things",0.45,"blue things",0.70,"red things",0.30,"green things",0.50,221,311,111,"circle",113212,FALSE,1,2,3, 5, 3, 1,NA,NA,NA,1.0000000,NA,NA,0.6500014,0.34999855,NA,0.3333333,0.3333333,0.3333333,1.0000000,NA,NA,0.5000000,0.5000000,NA,0.4563946,0.271802718,0.271802718,1.0000000,NA,NA,0.6267419,0.373258134,NA,113212,0,1,3,2,1,2,0,0,1,2,1,0,2
